tconst,director_id,target_rating,director_experience,director_quality,director_total_votes
tt13972332,nm4611833,5.8,1,5.800000190734863,21
tt13972688,nm12287234,5.3,2,5.400000095367432,626
tt13972930,nm2791131,4.9,1,4.900000095367432,47
tt13972930,nm2995510,4.9,1,4.900000095367432,47
tt13973070,nm5570816,8.9,1,8.899999618530273,9
tt13973198,nm1416627,6.9,2,7.549999952316284,327
tt13973362,nm9447737,3.2,1,3.200000047683716,324
tt13973404,nm6133114,7.1,1,7.099999904632568,56
tt13973404,nm6835501,7.1,1,7.099999904632568,56
tt13973500,nm12287823,1.8,2,3.6999999284744263,178
tt13973644,nm5811059,6.8,1,6.800000190734863,128
tt13973826,nm9628090,8.0,1,8.0,5
tt13973826,nm5765086,8.0,1,8.0,5
tt13973900,nm3275674,6.8,18,7.055555555555555,770
tt13973914,nm4055408,7.0,1,7.0,10
tt13973920,nm2582722,9.5,2,8.949999809265137,1550
tt13974122,nm0667911,5.3,1,5.300000190734863,147
tt13974498,nm6039167,7.2,1,7.199999809265137,864
tt13975458,nm10821745,4.5,2,4.650000095367432,2883
tt13976380,nm3672852,7.7,1,7.699999809265137,16
tt13976774,nm12288966,8.5,1,8.5,8
tt13976876,nm9779933,4.3,1,4.300000190734863,146
tt13976876,nm2036105,4.3,2,5.400000095367432,225
tt13976892,nm10209959,8.2,2,7.299999952316284,875
tt13977250,nm0948248,2.6,1,2.5999999046325684,9
tt13977490,nm12289475,5.3,1,5.300000190734863,88
tt13977508,nm0319419,6.8,2,7.5,64
tt13977864,nm3009512,6.6,1,6.599999904632568,65
tt13977864,nm2768697,6.6,1,6.599999904632568,65
tt13977868,nm3626376,5.9,3,6.233333428700765,589
tt13978006,nm1373966,5.9,6,4.949999968210856,2937
tt13978188,nm4972392,6.5,1,6.5,78
tt13978306,nm0593618,4.2,4,4.9999998807907104,14761
tt13978498,nm6196575,3.5,5,4.1800000190734865,551
tt13978520,nm0001675,4.3,4,5.450000047683716,66362
tt13978610,nm0267740,2.7,6,3.400000015894572,1037
tt13978610,nm2506350,2.7,1,2.700000047683716,222
tt13978628,nm5039798,4.2,2,4.449999809265137,1448
tt13978658,nm1754432,7.0,3,5.433333237965901,32177
tt13978968,nm3313071,7.1,2,7.549999952316284,25
tt13979126,nm2560181,4.7,1,4.699999809265137,108
tt13979380,nm2622224,7.7,1,7.699999809265137,8
tt13979464,nm10048112,5.1,1,5.099999904632568,733
tt13979914,nm1901761,6.6,2,7.049999952316284,1127
tt13980310,nm8399127,9.4,1,9.399999618530273,7
tt13980428,nm7641113,9.4,1,9.399999618530273,15
tt13982026,nm3492802,6.0,1,6.0,832
tt13982078,nm2027011,6.4,1,6.400000095367432,18
tt13982086,nm3989644,6.7,2,6.199999809265137,345
tt13982086,nm8245957,6.7,1,6.699999809265137,26
tt13982086,nm2675983,6.7,1,6.699999809265137,26
tt13982184,nm12291709,6.2,1,6.199999809265137,10
tt13982184,nm0413051,6.2,1,6.199999809265137,10
tt13982338,nm10607816,6.1,1,6.099999904632568,11
tt13982526,nm1970601,5.8,2,6.0,763
tt13982708,nm0799595,7.0,1,7.0,303
tt13983066,nm0684644,4.8,2,5.450000047683716,106
tt13983280,nm3359146,5.7,1,5.699999809265137,258
tt13983486,nm5232266,5.1,1,5.099999904632568,134
tt13983776,nm3560390,3.0,1,3.0,164
tt13983808,nm6376460,7.6,1,7.599999904632568,6
tt13983826,nm1451640,7.6,1,7.599999904632568,19
tt13983972,nm5496621,5.0,1,5.0,484
tt13984144,nm1807599,5.5,3,4.266666730244954,75
tt13984924,nm0388968,6.5,2,7.150000095367432,12964
tt13984924,nm0864878,6.5,1,6.5,12899
tt13985186,nm9445107,8.0,1,8.0,17
tt13985310,nm9838782,3.6,1,3.5999999046325684,47
tt13985604,nm14195648,6.7,1,6.699999809265137,12
tt13985604,nm12293977,6.7,1,6.699999809265137,12
tt13985752,nm3313071,8.0,2,7.549999952316284,25
tt13985888,nm12769551,5.7,1,5.699999809265137,1002
tt13986070,nm9300775,7.9,1,7.900000095367432,10
tt13986176,nm10242208,3.3,1,3.299999952316284,48
tt13986218,nm12294275,8.6,1,8.600000381469727,24
tt13986278,nm8028522,6.5,1,6.5,792
tt13986720,nm12294530,6.2,2,6.799999952316284,491
tt13986904,nm10058770,6.4,2,6.700000047683716,2226
tt13986924,nm11455209,5.8,2,4.6000001430511475,58
tt13988182,nm11251382,5.7,1,5.699999809265137,6
tt13988208,nm7153507,7.8,1,7.800000190734863,36
tt13988386,nm3513668,6.3,2,6.0,18
tt13988516,nm5652039,6.8,1,6.800000190734863,5
tt13988678,nm10667305,7.6,1,7.599999904632568,44
tt13988756,nm6984109,7.5,1,7.5,12
tt13988820,nm1494188,6.5,1,6.5,15
tt13988856,nm4000572,6.3,2,7.400000095367432,35
tt13988952,nm3624313,6.0,1,6.0,29
tt13988952,nm12295064,6.0,1,6.0,29
tt13988984,nm12295070,5.9,2,5.799999952316284,110
tt13988984,nm12295071,5.9,2,5.799999952316284,110
tt13988990,nm4160313,6.1,2,5.849999904632568,114
tt13989020,nm6198531,6.3,1,6.300000190734863,7
tt13989030,nm0414910,5.3,1,5.300000190734863,12082
tt13989036,nm4094210,6.4,1,6.400000095367432,6
tt13989036,nm7618839,6.4,1,6.400000095367432,6
tt13989278,nm3871027,6.2,2,6.6499998569488525,81
tt13989278,nm15757132,6.2,2,6.199999809265137,3653
tt13989310,nm1004422,3.6,1,3.5999999046325684,1222
tt13989310,nm13499891,3.6,1,3.5999999046325684,1222
tt13989366,nm9377697,6.4,1,6.400000095367432,11
tt13989462,nm1269734,6.0,1,6.0,233
tt13989524,nm11800181,2.9,1,2.9000000953674316,926
tt13989524,nm7768324,2.9,1,2.9000000953674316,926
tt13990248,nm1792604,4.9,2,4.549999952316284,658
tt13990280,nm0151533,5.6,1,5.599999904632568,1671
tt13990490,nm2331660,6.8,1,6.800000190734863,9
tt13990504,nm1374886,4.6,1,4.599999904632568,26
tt13991074,nm0212807,5.6,2,4.799999952316284,370
tt13991074,nm3823691,5.6,2,4.799999952316284,370
tt13991322,nm12296009,5.1,1,5.099999904632568,78
tt13991334,nm11655178,8.2,1,8.199999809265137,11
tt13991334,nm12296015,8.2,1,8.199999809265137,11
tt13991372,nm6612808,5.8,1,5.800000190734863,41
tt13991372,nm12296066,5.8,1,5.800000190734863,41
tt13991454,nm6425087,5.2,16,4.387500002980232,403
tt13991504,nm2624024,4.2,1,4.199999809265137,857
tt13991832,nm2558561,5.8,2,5.8500001430511475,58
tt13992758,nm6997920,5.8,2,4.150000095367432,691
tt13992922,nm1702781,6.4,7,7.328571455819266,389
tt13993394,nm8237494,5.8,4,5.775000095367432,83
tt13994440,nm12297275,6.7,1,6.699999809265137,10
tt13994440,nm9031186,6.7,1,6.699999809265137,10
tt13994500,nm4400206,5.6,1,5.599999904632568,11
tt13995180,nm12297399,5.9,1,5.900000095367432,12
tt13995274,nm4419651,6.1,2,6.200000047683716,101
tt13995338,nm7549793,6.2,1,6.199999809265137,28
tt13995474,nm8910789,6.6,1,6.599999904632568,131
tt13995564,nm12297477,6.1,1,6.099999904632568,130
tt13995564,nm10507725,6.1,1,6.099999904632568,130
tt13995686,nm0870313,7.3,3,6.333333333333333,454
tt13996386,nm4790697,6.0,1,6.0,650
tt13996504,nm0603588,7.6,2,7.099999904632568,245
tt13997358,nm9065840,6.9,1,6.900000095367432,373
tt13997634,nm3355435,3.7,2,5.5000001192092896,427
tt13997900,nm0692939,5.4,1,5.400000095367432,5
tt13998408,nm5680538,6.0,1,6.0,14
tt13998454,nm5717001,5.4,1,5.400000095367432,554
tt13998464,nm12299076,7.4,1,7.400000095367432,9
tt13998770,nm12299259,8.6,1,8.600000381469727,17
tt14001846,nm8786869,7.7,1,7.699999809265137,43
tt14001846,nm8247136,7.7,1,7.699999809265137,43
tt14001894,nm1160962,5.2,2,5.599999904632568,109399
tt14001894,nm1413364,5.2,2,5.599999904632568,109399
tt14002046,nm2039170,7.6,2,7.0,17127
tt14002714,nm12299896,8.3,1,8.300000190734863,47
tt14002714,nm3530357,8.3,1,8.300000190734863,47
tt14004136,nm12300160,6.5,1,6.5,326
tt14005250,nm3086959,5.8,1,5.800000190734863,946
tt14005250,nm0076670,5.8,1,5.800000190734863,946
tt14005338,nm0941811,6.1,4,6.200000047683716,8005
tt14006298,nm12300536,6.8,1,6.800000190734863,113
tt14006530,nm0501185,3.6,3,4.733333269755046,5139
tt14006632,nm1026664,7.8,1,7.800000190734863,61
tt14006632,nm12300591,7.8,1,7.800000190734863,61
tt14007288,nm0133981,6.7,3,6.5,1344
tt14009466,nm2540932,7.9,1,7.900000095367432,31
tt14009552,nm12301566,4.4,1,4.400000095367432,11
tt14009690,nm10782475,7.2,2,7.199999809265137,20
tt14010416,nm10323228,4.7,1,4.699999809265137,54
tt14010416,nm11229926,4.7,1,4.699999809265137,54
tt14010516,nm12301938,4.0,2,6.150000095367432,1046
tt14011090,nm0006856,7.5,5,7.3199999809265135,653
tt14011484,nm4364952,8.6,1,8.600000381469727,8
tt14011882,nm4664569,7.2,2,7.449999809265137,74
tt14011882,nm12302372,7.2,2,7.449999809265137,74
tt14011954,nm2734537,6.8,1,6.800000190734863,499
tt14012572,nm0148482,2.7,4,3.049999952316284,1208
tt14012734,nm1303995,5.8,1,5.800000190734863,88
tt14013222,nm2760997,6.3,2,4.950000047683716,1472
tt14013304,nm5468797,6.5,1,6.5,110
tt14013598,nm9034918,8.0,1,8.0,8
tt14013772,nm3599485,4.1,2,4.849999904632568,12660
tt14013974,nm2739736,6.7,1,6.699999809265137,18
tt14014068,nm2892750,5.5,2,5.25,4184
tt14015144,nm3133211,7.0,2,6.150000095367432,28
tt14015296,nm1883831,8.2,5,7.099999904632568,369
tt14015724,nm12303606,5.9,1,5.900000095367432,12
tt14015744,nm3709046,7.3,1,7.300000190734863,14
tt14015888,nm8805044,4.5,1,4.5,21
tt14015888,nm8805045,4.5,1,4.5,21
tt14016048,nm0761739,5.7,1,5.699999809265137,24
tt14016126,nm3057695,9.6,2,7.800000190734863,23182
tt14016126,nm8451296,9.6,2,7.800000190734863,23182
tt14016198,nm0027392,8.4,1,8.399999618530273,9
tt14016668,nm1546834,6.2,1,6.199999809265137,6
tt14016722,nm1754545,5.2,1,5.199999809265137,5
tt14016830,nm4893402,4.2,2,3.6999999284744263,4467
tt14016930,nm8486368,5.2,5,5.9,172
tt14017018,nm8201031,6.7,3,7.466666539510091,3850
tt14017018,nm2448637,6.7,2,6.949999809265137,816
tt14017116,nm0101878,5.6,3,6.066666603088379,208
tt14017122,nm1327560,5.8,1,5.800000190734863,396
tt14017174,nm0876942,4.0,1,4.0,103
tt14017278,nm2603255,8.3,1,8.300000190734863,19
tt14017822,nm7501885,7.9,2,8.000000238418579,34
tt14018370,nm9443913,4.3,14,4.15714282648904,18766
tt14018794,nm0006856,7.0,5,7.3199999809265135,653
tt14018814,nm10415070,4.3,1,4.300000190734863,170
tt14018928,nm8194993,7.3,1,7.300000190734863,15
tt14019368,nm1044237,5.5,6,5.333333333333333,1013
tt14020928,nm0336402,7.4,1,7.400000095367432,10
tt14021436,nm1794344,4.9,8,4.762500017881393,691
tt14021802,nm12306377,9.2,3,8.433333237965902,59
tt14021816,nm5250153,6.5,1,6.5,54
tt14021830,nm1248456,6.9,1,6.900000095367432,360
tt14021904,nm8753727,6.5,1,6.5,18
tt14022026,nm12306530,7.0,1,7.0,1370
tt14022920,nm1060997,7.2,2,6.6499998569488525,98
tt14023170,nm2486853,7.4,2,6.150000095367432,39
tt14023210,nm1651734,6.3,1,6.300000190734863,130
tt14023584,nm3128721,9.5,2,8.299999952316284,48
tt14023652,nm0119546,7.4,1,7.400000095367432,61
tt14023652,nm0119547,7.4,1,7.400000095367432,61
tt14023894,nm7865569,4.8,3,5.1333333651224775,451
tt14023894,nm7865570,4.8,1,4.800000190734863,209
tt14024066,nm0904192,5.6,3,6.5333333015441895,1155
tt14024448,nm0409007,6.9,1,6.900000095367432,719
tt14024862,nm1754496,5.0,4,4.374999940395355,180
tt14024906,nm7559904,4.8,1,4.800000190734863,24
tt14025212,nm0112647,5.1,12,6.066666682561238,5324
tt14025420,nm0888931,6.4,1,6.400000095367432,8
tt14025788,nm7607546,6.1,1,6.099999904632568,5425
tt14025850,nm12260421,3.7,1,3.700000047683716,115
tt14026554,nm2176026,7.4,2,7.400000095367432,46
tt14026644,nm1398221,3.4,1,3.4000000953674316,347
tt14026786,nm1432654,4.8,1,4.800000190734863,95
tt14027580,nm0827294,6.8,1,6.800000190734863,180
tt14027672,nm1193363,3.1,3,4.99999984105428,544
tt14028056,nm3744588,6.4,1,6.400000095367432,1115
tt14028454,nm8234582,7.7,1,7.699999809265137,7
tt14028680,nm8198619,3.7,4,4.850000083446503,418
tt14028890,nm6872143,7.2,2,7.5,1876
tt14029064,nm9444721,6.2,1,6.199999809265137,50
tt14029622,nm0093252,7.3,1,7.300000190734863,734
tt14029870,nm2706524,7.1,3,6.233333269755046,217
tt14029890,nm5297464,5.8,1,5.800000190734863,6
tt14029990,nm7747145,3.3,1,3.299999952316284,91
tt14030006,nm2373628,7.9,4,7.600000023841858,1121
tt14030006,nm6126106,7.9,1,7.900000095367432,120
tt14030054,nm1067865,8.0,2,7.799999952316284,10
tt14030142,nm0941085,6.9,2,7.450000047683716,27
tt14030266,nm1602271,7.9,2,7.75,1335
tt14030354,nm2143807,6.7,1,6.699999809265137,23
tt14030510,nm2420155,6.2,4,6.799999952316284,1715
tt14030510,nm4823968,6.2,1,6.199999809265137,367
tt14030526,nm8405072,7.8,3,5.933333396911621,3156
tt14030552,nm2602787,7.1,1,7.099999904632568,60
tt14030566,nm5159658,6.9,3,6.233333428700765,320
tt14030590,nm5165519,6.8,1,6.800000190734863,133
tt14030624,nm0532237,7.3,3,6.866666793823242,3922
tt14030682,nm2527562,7.7,1,7.699999809265137,1262
tt14030682,nm2527239,7.7,1,7.699999809265137,1262
tt14030816,nm6748291,5.4,1,5.400000095367432,14016
tt14030846,nm2004888,6.5,2,6.900000095367432,25043
tt14031314,nm6217124,5.7,1,5.699999809265137,467
tt14031338,nm2295540,7.1,2,6.8999998569488525,8371
tt14031810,nm5415208,6.2,3,7.099999745686849,617
tt14031824,nm2202870,7.6,1,7.599999904632568,15
tt14031960,nm2342722,7.7,4,7.274999976158142,713
tt14032150,nm2855354,6.3,1,6.300000190734863,53
tt14032334,nm7118625,9.7,2,9.150000095367432,32
tt14032336,nm5657066,4.8,2,5.450000047683716,2282
tt14032444,nm3334627,7.6,1,7.599999904632568,58
tt14032454,nm2256395,5.8,1,5.800000190734863,7
tt14032454,nm12311000,5.8,1,5.800000190734863,7
tt14032520,nm4939794,6.2,2,6.049999952316284,1190
tt14032558,nm12296554,7.1,1,7.099999904632568,35
tt14032696,nm1110912,7.1,4,6.450000047683716,14965
tt14033204,nm8963086,8.0,2,8.099999904632568,18
tt14033300,nm3767221,3.6,3,3.4666666189829507,315
tt14033342,nm0364963,4.8,2,5.050000190734863,6058
tt14033416,nm1212903,6.6,1,6.599999904632568,432
tt14033476,nm0244459,6.0,2,5.900000095367432,654
tt14033502,nm1257492,6.5,7,6.571428571428571,17781
tt14033768,nm12311786,7.5,2,7.099999904632568,556
tt14033914,nm4763588,7.6,1,7.599999904632568,14
tt14033914,nm1988045,7.6,1,7.599999904632568,14
tt14034106,nm12305659,2.0,1,2.0,6
tt14034294,nm0210101,5.2,3,6.066666603088379,7593
tt14034480,nm5341265,5.5,1,5.5,9
tt14034480,nm11072382,5.5,1,5.5,9
tt14034496,nm6607097,6.5,1,6.5,26
tt14034614,nm0554280,6.7,3,7.133333206176758,5650
tt14034732,nm0333471,3.5,1,3.5,805
tt14034868,nm0124834,4.9,9,4.68888881471422,2206
tt14034902,nm10126258,4.8,1,4.800000190734863,13
tt14034966,nm3152327,7.5,4,7.200000047683716,94338
tt14035044,nm8313434,5.6,1,5.599999904632568,67
tt14035048,nm0818398,8.1,1,8.100000381469727,1003
tt14035054,nm2584377,5.0,9,7.311111079321967,453
tt14035108,nm0393254,6.2,10,6.6400000095367435,11303
tt14035154,nm4901786,6.8,1,6.800000190734863,2249
tt14035242,nm2091911,7.0,2,7.049999952316284,5310
tt14035258,nm8667793,7.2,1,7.199999809265137,135
tt14035292,nm0004941,6.9,1,6.900000095367432,3701
tt14036206,nm4109956,6.9,2,7.6000001430511475,28
tt14036276,nm2415859,4.3,2,4.6000001430511475,1528
tt14036438,nm1500492,7.7,1,7.699999809265137,10
tt14036602,nm1055063,5.6,1,5.599999904632568,868
tt14036690,nm8103504,9.1,2,8.450000286102295,22
tt14036870,nm11013067,5.1,2,3.75,286
tt14037076,nm1351706,8.4,1,8.399999618530273,64
tt14037272,nm1371010,4.3,1,4.300000190734863,1761
tt14037312,nm0038988,6.9,1,6.900000095367432,174
tt14037558,nm2195381,7.6,1,7.599999904632568,38
tt14037884,nm1351718,4.9,1,4.900000095367432,148
tt14038552,nm1992193,5.3,4,5.924999952316284,1021
tt14038568,nm11344358,6.0,1,6.0,75
tt14038568,nm5234943,6.0,1,6.0,75
tt14038600,nm4629833,6.1,2,6.450000047683716,6242
tt14039086,nm0096319,5.1,1,5.099999904632568,2694
tt14039140,nm10359671,8.0,1,8.0,8
tt14039188,nm0256896,7.0,2,7.550000190734863,155
tt14039188,nm0391473,7.0,4,7.075000047683716,1480
tt14039324,nm1785608,5.9,2,5.549999952316284,668
tt14039346,nm2834372,5.0,1,5.0,942
tt14039392,nm1062000,6.1,1,6.099999904632568,557
tt14039582,nm3152327,7.5,4,7.200000047683716,94338
tt14039616,nm12314395,5.1,1,5.099999904632568,1119
tt14039652,nm12314409,5.6,1,5.599999904632568,375
tt14039678,nm4525819,6.5,1,6.5,1331
tt14039724,nm12314517,5.7,1,5.699999809265137,464
tt14039744,nm2428088,8.2,5,7.839999961853027,114
tt14039762,nm1984504,5.5,2,4.700000047683716,359
tt14039778,nm12314559,7.6,1,7.599999904632568,32
tt14039792,nm11823961,8.0,1,8.0,1198
tt14039842,nm12314618,5.9,3,5.833333333333333,133
tt14039874,nm12314632,8.9,1,8.899999618530273,13
tt14039944,nm3782729,7.2,1,7.199999809265137,86
tt14039944,nm2161313,7.2,1,7.199999809265137,86
tt14040054,nm2746964,6.4,1,6.400000095367432,1094
tt14041896,nm2574897,5.7,1,5.699999809265137,6429
tt14041946,nm5913352,6.3,1,6.300000190734863,64
tt14041946,nm5913363,6.3,1,6.300000190734863,64
tt14042038,nm6415609,5.0,1,5.0,337
tt14042066,nm0440604,4.9,4,5.450000047683716,28570
tt14043296,nm2404599,6.3,1,6.300000190734863,21
tt14043398,nm12315861,7.6,1,7.599999904632568,34
tt14043522,nm10813958,7.8,1,7.800000190734863,28
tt14043522,nm5558921,7.8,1,7.800000190734863,28
tt14043818,nm4078029,5.6,1,5.599999904632568,579
tt14043828,nm6069861,6.2,1,6.199999809265137,546
tt14043896,nm0640913,5.7,1,5.699999809265137,83
tt14043948,nm9022469,6.6,2,6.0,58
tt14043966,nm0689187,5.2,4,4.6999998688697815,27925
tt14044418,nm4390099,7.0,1,7.0,15
tt14044472,nm12316478,8.0,1,8.0,10
tt14044712,nm7726066,7.6,1,7.599999904632568,21
tt14044856,nm8314831,4.3,3,4.766666730244954,1070
tt14045080,nm12316839,6.7,1,6.699999809265137,2195
tt14045100,nm4110102,5.0,6,5.716666618982951,421
tt14045222,nm1126474,4.0,2,5.099999904632568,187
tt14045362,nm7084120,6.5,2,5.75,285
tt14045614,nm10269767,2.6,1,2.5999999046325684,1679
tt14045622,nm12317140,7.2,1,7.199999809265137,87
tt14045660,nm4896071,4.0,6,4.9666666984558105,550
tt14045766,nm8904180,6.0,3,6.5,3168
tt14045794,nm2748359,7.2,1,7.199999809265137,8
tt14046398,nm5383631,7.3,2,7.25,53
tt14046914,nm2120400,5.8,3,4.666666825612386,329
tt14048164,nm3834356,5.8,1,5.800000190734863,95
tt14049016,nm10155334,7.4,1,7.400000095367432,13
tt14049394,nm4969058,2.5,2,4.150000095367432,277
tt14050808,nm1364086,6.7,1,6.699999809265137,1630
tt14051362,nm12319202,9.5,1,9.5,11
tt14051616,nm3118757,6.7,5,5.980000019073486,290
tt14051624,nm3118757,6.8,5,5.980000019073486,290
tt14051714,nm8069001,5.6,1,5.599999904632568,340
tt14051714,nm3422958,5.6,1,5.599999904632568,340
tt14051728,nm11857998,8.3,1,8.300000190734863,12
tt14051802,nm6365753,7.8,1,7.800000190734863,19
tt14051976,nm1235963,4.3,2,5.200000047683716,1589
tt14053010,nm12319791,6.2,1,6.199999809265137,1147
tt14054294,nm9288621,2.7,1,2.700000047683716,154
tt14054848,nm12320292,4.3,1,4.300000190734863,15
tt14054860,nm12320295,8.1,1,8.100000381469727,210
tt14054860,nm5998796,8.1,1,8.100000381469727,210
tt14055038,nm0350168,6.4,3,6.333333333333333,881
tt14055430,nm11379564,6.5,1,6.5,23
tt14055470,nm0421567,5.2,1,5.199999809265137,24
tt14055526,nm3053050,5.6,1,5.599999904632568,367
tt14056442,nm12321263,7.8,14,6.207142932074411,916
tt14056466,nm8119703,5.0,1,5.0,13300
tt14056486,nm12321263,6.3,14,6.207142932074411,916
tt14056654,nm3879615,6.8,1,6.800000190734863,13
tt14056670,nm0430782,6.7,2,6.5,3928
tt14056718,nm1401559,6.6,2,7.450000047683716,14
tt14056876,nm1963808,6.5,9,6.122222211625841,1346
tt14057042,nm8660882,8.4,1,8.399999618530273,38
tt14057058,nm2531130,7.2,7,5.842857190540859,162
tt14057166,nm6534499,7.6,1,7.599999904632568,20
tt14057586,nm12322211,4.3,1,4.300000190734863,215
tt14057586,nm12322213,4.3,1,4.300000190734863,215
tt14057586,nm11511532,4.3,1,4.300000190734863,215
tt14057604,nm0340485,4.4,1,4.400000095367432,1760
tt14057828,nm0494810,6.9,1,6.900000095367432,12
tt14057940,nm10429164,4.6,3,4.800000031789144,63
tt14058484,nm0540148,6.8,1,6.800000190734863,5694
tt14058748,nm6637476,6.8,3,6.300000031789144,895
tt14059174,nm0541217,7.5,1,7.5,269
tt14059304,nm2911203,5.9,6,6.149999936421712,494
tt14059424,nm9777116,5.5,1,5.5,13
tt14059620,nm6157331,4.6,17,7.388235288507798,4609
tt14060094,nm0931251,4.8,2,5.400000095367432,87365
tt14060232,nm0844333,5.3,4,5.5,15593
tt14060232,nm0960867,5.3,4,5.5,15593
tt14060532,nm4210251,7.8,6,7.083333412806193,293
tt14060826,nm0157337,6.0,3,6.0333333015441895,2054
tt14061002,nm2466502,3.8,6,5.266666690508525,4070
tt14061008,nm0447312,6.0,2,5.5,3683
tt14061328,nm3231736,4.4,2,4.299999952316284,908
tt14061478,nm3828427,8.4,1,8.399999618530273,163
tt14061710,nm3278870,7.2,1,7.199999809265137,10
tt14063098,nm0113816,7.1,1,7.099999904632568,117
tt14063158,nm2792617,4.7,1,4.699999809265137,573
tt14063186,nm0684336,6.0,2,6.799999952316284,384
tt14063224,nm2294083,5.9,3,5.700000127156575,127
tt14063314,nm5933797,4.4,3,4.1333333651224775,170
tt14063356,nm9876090,4.4,1,4.400000095367432,14
tt14063356,nm11652780,4.4,1,4.400000095367432,14
tt14063668,nm2742573,6.5,2,6.200000047683716,1900
tt14063688,nm8670230,6.4,2,5.450000047683716,202
tt14063848,nm8651698,7.3,2,7.3500001430511475,43
tt14063902,nm3736681,5.8,1,5.800000190734863,6
tt14063902,nm12324883,5.8,1,5.800000190734863,6
tt14063960,nm0040631,8.4,1,8.399999618530273,58
tt14064000,nm12324954,8.6,2,9.050000190734863,56
tt14064072,nm1570191,6.1,1,6.099999904632568,350
tt14064214,nm0872331,6.8,1,6.800000190734863,56
tt14064242,nm5958513,7.7,1,7.699999809265137,16
tt14064242,nm12325094,7.7,1,7.699999809265137,16
tt14064326,nm12325158,5.9,1,5.900000095367432,67
tt14064380,nm0269440,5.9,1,5.900000095367432,166
tt14064662,nm4016643,6.7,1,6.699999809265137,521
tt14064740,nm4832074,7.6,2,8.200000047683716,93
tt14064760,nm1090660,8.8,1,8.800000190734863,2512
tt14065380,nm7518654,6.1,1,6.099999904632568,22
tt14065380,nm5288161,6.1,1,6.099999904632568,22
tt14065482,nm0311532,5.6,1,5.599999904632568,32
tt14065578,nm9562992,7.2,1,7.199999809265137,209
tt14065740,nm2335163,5.8,3,7.433333555857341,492
tt14065740,nm4299374,5.8,5,6.460000133514404,3955
tt14065770,nm6769999,9.1,4,6.8500001430511475,60
tt14066050,nm6079177,9.0,3,8.933333079020182,84
tt14066098,nm7195129,6.8,1,6.800000190734863,12
tt14066140,nm5505555,6.2,2,6.049999952316284,700
tt14067554,nm5123426,6.0,3,7.1333333651224775,216
tt14067684,nm6376190,6.5,2,6.75,56
tt14067714,nm12324251,5.2,6,5.599999904632568,108
tt14068864,nm3615651,6.4,1,6.400000095367432,1057
tt14069038,nm9367446,7.6,1,7.599999904632568,9
tt14069038,nm0678668,7.6,1,7.599999904632568,9
tt14069038,nm5132386,7.6,1,7.599999904632568,9
tt14069086,nm11941337,4.8,2,7.099999904632568,226
tt14069192,nm2737929,4.3,1,4.300000190734863,232
tt14069588,nm3239138,8.3,4,5.725000023841858,414
tt14070520,nm7965750,8.1,1,8.100000381469727,12
tt14070824,nm8459091,4.5,2,5.25,59
tt14070996,nm2032637,3.5,2,3.9000000953674316,114
tt14071038,nm12327548,6.2,1,6.199999809265137,158
tt14071150,nm9879190,5.4,1,5.400000095367432,1464
tt14071272,nm8850152,4.6,3,4.999999920527141,3771
tt14071370,nm3555611,7.4,1,7.400000095367432,135
tt14071370,nm4711058,7.4,1,7.400000095367432,135
tt14071524,nm2543797,7.7,1,7.699999809265137,13
tt14071600,nm4486266,6.3,1,6.300000190734863,409
tt14071634,nm0151844,5.5,2,6.299999952316284,50
tt14071684,nm4839369,6.8,1,6.800000190734863,549
tt14071684,nm3642055,6.8,1,6.800000190734863,549
tt14071694,nm2066217,8.1,1,8.100000381469727,607
tt14071698,nm8276535,6.4,1,6.400000095367432,122
tt14071778,nm12328024,4.8,1,4.800000190734863,15
tt14071882,nm3092172,5.6,4,6.875,852
tt14072134,nm1506642,6.2,1,6.199999809265137,78
tt14072162,nm9405926,6.8,1,6.800000190734863,114
tt14072358,nm3279840,6.4,1,6.400000095367432,388
tt14072384,nm0996527,4.6,1,4.599999904632568,47
tt14072690,nm11018075,4.8,3,6.399999936421712,1301
tt14072910,nm0858531,3.5,4,4.074999988079071,1639
tt14073690,nm5921541,6.5,1,6.5,122
tt14073780,nm1219963,5.1,2,5.75,8449
tt14073836,nm1564544,6.9,2,6.549999952316284,2577
tt14074042,nm11701024,8.3,1,8.300000190734863,25
tt14074132,nm11815834,3.1,2,3.0,40
tt14074132,nm9717264,3.1,1,3.0999999046325684,23
tt14074150,nm1373031,6.2,2,5.75,218
tt14074280,nm2956977,8.1,2,8.450000286102295,104
tt14074280,nm5414686,8.1,1,8.100000381469727,26
tt14074470,nm0626211,4.1,5,4.080000019073486,1176
tt14074602,nm4169188,7.4,1,7.400000095367432,89
tt14074936,nm8168644,2.7,4,4.149999916553497,689
tt14075406,nm1860618,8.1,1,8.100000381469727,18
tt14075406,nm12329962,8.1,1,8.100000381469727,18
tt14076034,nm12329845,9.0,1,9.0,9
tt14076048,nm1075853,6.6,1,6.599999904632568,21
tt14076114,nm0994275,2.6,8,3.649999976158142,2172
tt14076180,nm4741575,5.9,1,5.900000095367432,44
tt14076256,nm2238040,6.9,4,4.775000035762787,160
tt14076256,nm9586910,6.9,1,6.900000095367432,26
tt14076256,nm11827881,6.9,1,6.900000095367432,26
tt14076326,nm5460180,6.5,3,7.633333206176758,309
tt14076326,nm5459476,6.5,3,7.633333206176758,309
tt14076608,nm3377959,7.2,3,6.599999904632568,2968
