tconst,cast_avg_movie_rating,cast_avg_votes_per_movie,cast_avg_total_movies,cast_avg_rating_std_dev,cast_avg_high_rated_movie_count,cast_avg_career_span,cast_avg_recent_avg_rating,movie_rating
tt10165952,4.955714252368122,536.0731292517007,16.0,0.9328773942943688,0.0,19.5,5.366666515668233,5.2
tt10418630,6.41523581283597,687.8233942389643,17.444444444444443,0.702167847765764,0.1111111111111111,13.88888888888889,6.6719576669117755,7.0
tt10418662,5.626534538986819,52131.278831127194,25.4,0.9570127316640189,0.4,21.6,5.234444483651055,4.9
tt10423074,5.058333361148835,1403.8666666666666,4.6,1.2231754429270054,0.0,8.0,3.9000000953674316,3.9
tt10430844,5.299104397624602,387.5529491341991,10.125,1.156739453030484,0.375,14.75,4.989583233992258,4.7
tt10434142,5.743555569118922,1298.4755555555557,11.666666666666666,0.737497405901448,0.0,15.0,5.706666707992554,6.4
tt10618682,5.724000086784363,247.92,5.0,1.6016293616564754,0.4,6.2,5.92333345413208,5.8
tt10857048,6.2758241228785305,761.6004648373068,23.77777777777778,0.6618066459918122,0.1111111111111111,17.77777777777778,6.269308970311616,6.5
tt10863980,6.45107876644278,1262.0763105122433,15.125,0.9202740880574227,0.5,18.375,6.798437466224035,7.1
tt11222994,5.397983957682886,321.6532258064516,21.5,1.4927553566010536,1.5,17.5,5.300000190734863,5.3
tt11231150,6.400000015894571,63.66666666666667,3.0,1.6281450766628003,1.0,3.0,6.983333349227905,6.0
tt11232036,6.987333356539407,821.2133333333334,4.6,0.9772153114319176,0.0,9.4,6.880000003178916,7.5
tt11238150,6.257565068860426,485.20035460992904,20.0,0.77295785563373,0.0,13.0,6.688636440219301,6.8
tt11240348,5.915624322270876,54926.080680645464,23.88888888888889,1.029801519097716,1.0,28.555555555555557,5.283333238848933,4.2
tt11244558,5.3543789239554656,4672.793831908832,14.666666666666666,1.027287207389709,0.16666666666666666,19.333333333333332,5.006527763605118,5.1
tt11560260,5.914471119527633,818.1478365384615,12.0,0.9346653064451312,0.25,17.25,5.310714289546013,5.0
tt11570062,5.599999904632568,9.0,3.0,,0.0,6.0,5.599999904632568,5.6
tt11575358,6.627926905055411,11196.496392496392,7.111111111111111,0.8000890157249427,0.5555555555555556,15.88888888888889,6.672222247830144,6.5
tt11867884,5.450918612309408,20078.90095851545,11.777777777777779,1.0803822612517193,0.1111111111111111,16.333333333333332,5.584391452648022,5.2
tt11878266,4.860000014305115,713.6,4.0,1.1057120625741055,0.0,10.5,4.0,4.0
tt11881018,5.933333298516652,352.4574314574315,7.666666666666667,0.6252168057905525,0.0,9.0,5.632142765181405,5.2
tt11881160,6.347916672627131,2360.7708333333335,5.25,0.7306259646299105,0.25,8.75,6.118749976158142,5.6
tt11890910,5.194047692843846,617.1166666666666,5.285714285714286,1.2858708047095975,0.14285714285714285,9.571428571428571,4.914285830089024,4.8
tt11892482,6.322222179836697,1807.5555555555557,3.3333333333333335,0.44134676251855126,0.0,4.333333333333333,6.322222179836697,6.6
tt11894498,6.054299797568137,4062.1534910639725,38.6,0.8145540372816213,0.4,24.7,5.942363640756318,5.4
tt12222270,5.653555476675886,498.98929660753197,59.666666666666664,1.3455561383960748,2.0,20.22222222222222,5.854273507406569,6.5
tt12231752,4.6333333651224775,196.0,3.0,1.5567058891294352,0.0,1.0,4.6333333651224775,4.8
tt12239390,5.124999980131785,60.91666666666667,6.0,1.114609360348969,0.0,4.5,5.212499976158142,6.5
tt12241936,6.383008619854804,2521.634108946609,14.75,1.7674130563498025,1.625,9.625,6.730469280077424,8.7
tt12611906,6.974163357687591,1059.357269880657,15.6,0.7386524916318705,2.2,10.3,6.9465671522671055,6.7
tt12616480,6.004709714405386,41776.837796096705,21.5,1.0115619182764148,0.5,22.625,5.927291605373223,5.7
tt12624588,5.393254028426277,1930.3829365079366,21.75,1.0257290961599088,0.5,26.25,5.452500092983246,4.9
tt12867672,6.1852576445842145,229.88132045088565,6.555555555555555,0.761997883353636,0.1111111111111111,8.0,6.630740697295578,7.1
tt13178692,6.87857140813555,4058.9285714285716,16.0,0.8657398592144543,1.0,9.0,6.733333322736952,5.4
tt13181612,7.466666671964857,485.8222222222222,8.0,1.2286591804901181,3.0,8.5,7.816666603088379,7.5
tt13189304,5.48456898633091,1298.6189655172413,18.0,1.2016795722370104,0.5,11.5,5.397752532332834,5.5
tt13200006,6.169828470166905,2432.995054945055,6.714285714285714,0.9204713052400147,0.14285714285714285,15.571428571428571,6.450357098238809,6.7
tt13201248,7.325928853266242,2366.98763220107,59.333333333333336,1.3619509205731266,14.666666666666666,24.333333333333332,7.3550264923660835,9.1
tt13209088,6.261885980149316,1065.041322269788,63.375,0.8646921046097569,0.75,33.5,5.803819364971584,5.2
tt13696296,5.730416333511379,1908.392604724481,19.0,0.9635617220840805,0.2,17.2,5.650940397750764,4.7
tt13696746,5.4087301852211125,897.531746031746,5.333333333333333,0.702526539425782,0.0,18.666666666666668,5.183333396911621,5.4
tt13696542,7.350000023841858,19.0,12.0,0.7187952994846761,1.0,2.0,7.350000023841858,6.4
tt13709012,5.890860214797399,175.08279569892474,39.5,1.8843390814185155,2.0,13.0,5.97583335240682,6.4
tt13715906,5.824999958276749,232.4375,4.25,1.3857280060771593,0.25,13.0,6.0833332637945805,6.6
