tconst,director_id,director_score
tt10147590,nm0582260,6.600000194835727
tt10147590,nm2639459,6.600000194835727
tt10147910,nm3873857,4.601271610540999
tt10148118,nm1153494,4.7761603787922295
tt10148150,nm0024869,7.399491842993937
tt10149080,nm8804521,6.3001911841769305
tt10149938,nm5705502,7.09968259406812
tt10150684,nm3888869,6.400127521063196
tt10151048,nm2053688,4.601271550974244
tt10151054,nm1802374,5.500699536018719
tt10151386,nm2729685,4.901081038167083
tt10151656,nm0618405,5.400763199132454
tt10151854,nm2497546,6.666624737115932
tt10152488,nm1462495,5.70057220979125
tt10152722,nm0643282,6.500063857949461
tt10152736,nm1777967,5.600636031749667
tt10152746,nm9835260,7.999110340845573
tt10153510,nm0190840,6.749904938432146
tt10153510,nm6506138,7.624348720121545
tt10153822,nm4823973,9.498156823741684
tt10155220,nm0003713,9.698029497514217
tt10155748,nm0777881,5.200890287092902
tt10155932,nm0134224,4.4013988772017125
tt10156122,nm8065331,6.00038169698409
tt10156216,nm5841141,6.00038169698409
tt10156584,nm2155567,7.799237428806021
tt10156586,nm1835787,4.717864221986412
tt10157810,nm5387127,5.050985543496481
tt10160886,nm0020491,5.800508784944538
tt10160896,nm1557577,3.801780141083055
tt10160896,nm5577948,3.801780141083055
tt10160896,nm9921365,3.801780141083055
tt10160974,nm3547147,4.901081038167083
tt10160976,nm1980431,5.950413528540958
tt1016150,nm0074163,7.5993647550334895
tt10161886,nm0614682,5.900445360097825
tt10162872,nm5720768,5.001017375053349
tt10164206,nm1274199,4.701208126127531
tt10165918,nm1231248,3.402034555270972
tt10165952,nm3663591,5.20089004882588
tt10166508,nm2318036,4.001653053122608
tt10166880,nm3695779,6.600000194835727
tt10167116,nm4084536,8.398855688390636
tt10167422,nm0840485,6.899809682028566
tt10168094,nm2135668,5.500699536018719
tt10168670,nm0345174,6.699936769989014
tt10168672,nm0603299,5.475715451797154
tt10171472,nm0583654,6.3001911841769305
tt10171796,nm1180915,5.550667823595363
tt10171848,nm10615418,5.20089004882588
tt10171876,nm4957491,3.2021616432314186
tt10171904,nm0754303,7.949142172402441
tt10172168,nm6081402,7.499428179880202
tt10172168,nm4563809,7.0996823558010975
tt10172266,nm5870715,6.899809682028566
tt10172414,nm7618090,8.998474662776314
tt10172522,nm0651723,8.498792501810943
tt10172716,nm0850958,8.598729315231253
tt10172986,nm10616200,6.250222777466775
tt10174052,nm11243085,3.935028868242934
tt10175106,nm4003211,6.100318033870356
tt10176540,nm4105672,6.3001911841769305
tt10176540,nm4548003,5.200890287092902
tt10176564,nm1674617,7.0996823558010975
tt10176564,nm10616974,7.0996823558010975
tt10177344,nm7112736,5.900445360097825
tt10178386,nm10618332,6.9997460189148315
tt10179354,nm1847774,5.70057220979125
tt10179362,nm4982082,8.798601989003783
tt10181900,nm10615670,8.099047154265882
tt10182420,nm4571073,6.00038169698409
tt10182646,nm2416074,7.399491842993937
tt10183816,nm1212040,5.400763199132454
tt10183870,nm1477694,5.600635872904985
tt10186074,nm3659847,7.399491842993937
tt10187208,nm1481493,6.4001272827961735
tt10187378,nm3124865,6.600000194835727
tt10187680,nm11291485,7.09968259406812
tt10187680,nm6424427,7.09968259406812
tt10188398,nm2959350,5.300826862246189
tt10188844,nm10622541,8.548760431987056
tt10188844,nm11954824,8.398855688390636
tt10189514,nm1464314,7.46611606758478
tt10189536,nm4074500,4.701207887860509
tt10192352,nm2080637,8.598729315231253
tt10192352,nm7220102,6.999746257181854
tt10192406,nm10244091,6.600000194835727
tt10192566,nm0552565,5.100953711939614
tt10192704,nm7371314,5.400763199132454
tt10193064,nm1153494,4.7761603787922295
tt10193064,nm1167927,6.3001911841769305
tt10193142,nm1852101,6.600000194835727
tt10193608,nm3079697,5.300826862246189
tt10193752,nm3730725,7.299555506107671
tt10193752,nm4519461,7.299555506107671
tt10194058,nm3344990,5.20089004882588
tt10195722,nm5794274,4.751176294570664
tt10196086,nm10625557,6.400127521063196
tt10196086,nm0349882,6.400127521063196
tt10196108,nm1029158,6.3001911841769305
tt10196368,nm9276171,7.199618930954385
tt10196398,nm0243355,6.4001272827961735
tt10196414,nm6746115,8.298919828038413
tt10196414,nm5328353,8.298919828038413
tt10196440,nm10625892,7.199618692687363
tt10196480,nm3116681,6.400127521063196
tt10196516,nm7943697,6.7998733451423
tt10196568,nm8034536,8.698665175583475
tt10196568,nm8034535,8.698665175583475
tt10196578,nm3972495,6.350159114353041
tt10196620,nm2048708,4.601271789241266
tt10197632,nm0741722,4.101589390008873
tt10198064,nm5500194,7.499428179880202
tt10198072,nm3881379,4.3014625403154465
tt10198368,nm7339841,5.800508784944538
tt10198564,nm1595718,4.001653172256118
tt10198698,nm6870755,5.900445360097825
tt10198944,nm8893891,8.398855688390636
tt10198944,nm8023674,8.398855688390636
tt10199070,nm5414860,7.599364516766467
tt10199914,nm0544079,6.7998733451423
tt10199974,nm0422552,7.999110340845573
tt10199974,nm13830427,7.999110340845573
tt10200522,nm1272505,2.6025429071127606
tt10201328,nm3683575,5.600635872904985
tt10203788,nm2561496,5.80050902321156
tt10204512,nm1017585,3.5019708921572366
tt10204512,nm0004608,3.5019708921572366
tt10204756,nm0550059,6.400127521063196
tt10204998,nm7186350,4.801144701280818
tt10205046,nm2662500,4.551303620798133
tt10205358,nm3515123,5.400763199132454
tt10206818,nm2391552,6.899809523183885
tt10207588,nm6997123,9.498156823741684
tt10207710,nm1869948,4.251494133605293
tt10210064,nm1283651,7.566052404471046
tt10210882,nm1893182,7.999110340845573
tt10211984,nm0801220,3.7018438041967894
tt10212042,nm3279125,9.198347336548846
tt10213380,nm1090998,6.150286202313488
tt10214316,nm7517648,5.001017375053349
tt10214496,nm1240047,8.198983252885126
tt10214542,nm10633885,7.0996823558010975
tt10214548,nm4904474,6.699936531721992
tt10214584,nm0279338,7.799237667073042
tt10214754,nm0538855,6.899809682028566
tt10215134,nm3530746,7.199618692687363
tt10215442,nm6768412,8.398855688390636
tt10215442,nm3443746,8.398855688390636
tt10216812,nm4005028,3.817154989634829
tt10217460,nm0784395,6.9997460189148315
tt10217620,nm4703308,7.299555506107671
tt10218112,nm2031440,9.498156823741684
tt10218878,nm0361833,5.600635872904985
tt10218878,nm0523879,5.600635872904985
tt10218912,nm4869777,5.7805214699138805
tt10220406,nm0727168,2.6025429071127606
tt10221732,nm3313162,6.699936531721992
tt10223460,nm0192478,6.100318033870356
tt10223850,nm10639881,8.198983014618104
tt10223876,nm6363756,4.164049809046433
tt10225378,nm7634825,4.801144701280818
tt10225926,nm0020811,4.251494133605293
tt10225926,nm8060725,4.234837998035242
tt10226550,nm1380954,8.198983491152147
tt10226642,nm1380954,8.198983491152147
tt10226642,nm5303081,8.298919828038413
tt10228134,nm0923330,5.600635872904985
tt10228546,nm3410783,6.8123652085528175
tt10228618,nm3848723,5.243720145758443
tt10228976,nm10553909,4.701207887860509
tt10228976,nm4860790,4.701207887860509
tt10228976,nm2459544,4.701207887860509
tt10229068,nm0930707,5.975397731896035
tt10229260,nm6689633,7.0996823558010975
tt10229550,nm6609131,3.901716716236342
tt10229558,nm1052162,6.050349865427223
tt10229794,nm6416761,5.80050902321156
tt10229824,nm0066448,6.899809682028566
tt10229932,nm5908839,7.199618692687363
tt10229932,nm4221160,7.199618692687363
tt10229982,nm6946481,6.699936531721992
tt10230290,nm0071123,7.299555506107671
tt10230376,nm3251281,4.851112631456929
tt10230400,nm8377865,6.9997460189148315
tt10230404,nm0015295,4.301462302048425
tt10230404,nm1962313,5.450731427142342
tt10230404,nm0424103,5.450731367575587
tt10230414,nm0592803,6.250222777466775
tt10230414,nm1236191,6.7998733451423
tt10230422,nm1387177,6.3501593526200635
tt10230426,nm1145655,4.001653053122608
tt10230436,nm0850247,7.499428179880202
tt10230492,nm5348322,5.500699536018719
tt10230576,nm0412048,7.0996823558010975
tt10230590,nm4568536,5.100953711939614
tt10230994,nm2982028,5.70057220979125
tt10231726,nm7944995,3.6019073084658433
tt10231812,nm10642578,6.7998733451423
tt10232096,nm5324085,4.92606512238865
tt10233388,nm2590202,6.699936769989014
tt10233406,nm0099797,4.151557796719027
tt10233718,nm8012613,7.199618692687363
tt10233718,nm2426355,7.199618692687363
tt10234010,nm6070994,8.099047154265882
tt10234084,nm0493007,7.0497141873579645
tt10234450,nm9086474,2.8024158191523134
tt10234470,nm4553586,5.800508784944538
tt1023464,nm3034280,2.8024158191523134
tt10234650,nm10644249,5.933757313548565
tt10234990,nm9289257,4.901081038167083
tt10235600,nm1335606,3.7018438041967894
tt10235670,nm1346477,5.80050902321156
tt10235670,nm4725263,5.80050902321156
tt10235688,nm4836280,5.450731367575587
tt10235718,nm0240797,4.801144701280818
tt10236164,nm3281319,7.0497141873579645
tt10237478,nm0339105,8.198983014618104
tt10238708,nm0583659,5.088461788962342
tt10239112,nm2115676,8.998474662776314
tt10239320,nm3688801,6.3001911841769305
tt10239332,nm2975195,8.698665175583475
tt10239332,nm9690012,8.698665175583475
tt10241130,nm5095524,8.298919828038413
tt10241746,nm4836670,6.500063857949461
tt10241772,nm0364963,5.0509857817635035
tt10242388,nm0329023,5.70057220979125
tt10243656,nm5485621,5.80050902321156
tt10243672,nm4829613,7.0996823558010975
tt10243676,nm1252362,5.633948144045088
tt10243992,nm1257352,6.067005921574934
tt10244008,nm4032740,5.500699536018719
tt10244450,nm0324343,8.798601989003783
tt10244450,nm10648792,8.798601989003783
tt10244472,nm3694107,5.867133088957722
tt10244550,nm9044390,6.400127521063196
tt10244774,nm8001323,5.8171648808034195
tt10244774,nm8007406,4.301462421181936
tt10244800,nm10666188,8.298919828038413
tt10244800,nm4493780,8.298919828038413
tt10245072,nm2477891,5.600635872904985
tt10245106,nm0688361,6.400127521063196
tt10245450,nm4753345,7.799237667073042
tt10245450,nm1664088,7.799237667073042
tt10245776,nm10556918,3.1022250680781314
tt10245928,nm0955390,5.400763199132454
tt10245960,nm0452022,9.398220010321374
tt10245960,nm10649584,9.398220010321374
tt10247678,nm10125154,3.2021616432314186
tt10247750,nm3113919,6.00038169698409
tt10249642,nm10650913,5.250858455536035
tt10250868,nm0903232,5.80050902321156
tt10251538,nm0076307,5.234202478810664
tt10252330,nm0343185,6.250222777466775
tt10254662,nm6415107,5.600635872904985
tt10254960,nm5756907,4.3014625403154465
tt10256238,nm1530434,7.899174003959308
tt10257496,nm10725986,2.302733658186942
tt10260466,nm5573606,2.935664427178681
tt10260692,nm1802233,5.20089004882588
tt10260844,nm1427978,3.801780141083055
tt10261206,nm5683866,7.0996823558010975
tt10261710,nm8696312,4.4013988772017125
tt10262112,nm10656695,7.0996823558010975
tt10262380,nm1776860,5.900445360097825
tt10262648,nm3123366,6.949777612204677
tt10262712,nm4775073,6.100318033870356
tt10262784,nm0516765,8.798601989003783
tt10264190,nm0820830,7.799237667073042
tt10264286,nm6251150,7.199618692687363
tt10264340,nm4299374,6.460089418501763
tt10264878,nm8185500,5.70057220979125
tt10265034,nm0000705,6.699936531721992
tt10266862,nm9104982,7.499428179880202
tt10266862,nm9095954,7.6993010919197555
tt10267720,nm3356730,6.600000194835727
tt10267770,nm2791397,5.001017375053349
tt10268316,nm10660641,5.400763199132454
tt10268488,nm0268380,6.500063857949461
tt10268550,nm0824414,6.500063857949461
tt10268654,nm6749124,5.725556532279839
tt10268752,nm8690143,6.3001911841769305
tt10268922,nm7495509,6.550032026392594
tt10269680,nm3952590,4.3014625403154465
tt10269684,nm6113423,4.151557677585517
tt10269862,nm7163402,4.85111275059044
tt10270204,nm1723190,6.200254370756621
tt10270416,nm13568776,2.7024794822660483
tt10271638,nm2080615,6.050349865427223
tt10271836,nm4162336,6.200254370756621
tt10271836,nm6067506,6.200254370756621
tt10272386,nm1725469,7.349523436283783
tt10273738,nm1387235,4.3014625403154465
tt10274124,nm8444301,7.799237667073042
tt10274284,nm1087375,4.468023181214897
tt10274544,nm3896745,6.600000194835727
tt10275080,nm4677501,5.150921959805087
tt10275534,nm1167933,6.600000194835727
tt10275546,nm6274646,7.149650762511252
tt10276160,nm3466367,4.801144701280818
tt10276470,nm2884474,5.900445121830804
tt10276482,nm1475479,5.900445360097825
tt10278294,nm0351651,4.801144463013796
tt10278448,nm0066910,7.599364516766467
tt10279362,nm0414337,6.550032026392594
tt10279460,nm5876959,6.350159114353041
tt10279472,nm0344496,3.7018438041967894
tt10280276,nm0223522,4.201525726895138
tt10280296,nm1999473,7.232931122672147
tt10282962,nm2430523,8.998474662776314
tt10283270,nm0906413,6.200254370756621
tt10283902,nm2906361,4.701207887860509
tt10284944,nm2006145,5.050985543496481
tt10285752,nm4939794,6.050349865427223
tt10287908,nm3882288,6.719923989712862
tt10287954,nm3319289,7.0497141873579645
tt10288242,nm4182414,6.200254370756621
tt10288246,nm13460015,7.299555506107671
tt10288320,nm0954500,6.100318033870356
tt10288566,nm0899121,7.699300853652733
tt10289348,nm1170143,9.498156823741684
tt10290116,nm1680229,6.150286202313488
tt10290160,nm9126658,6.9997460189148315
tt10290160,nm3716877,6.9997460189148315
tt10290244,nm5904533,7.0996823558010975
tt10290244,nm1928263,7.0996823558010975
tt10290352,nm3695991,6.3501593526200635
tt10290510,nm1724912,5.467387423723298
tt10292952,nm10672494,7.0996823558010975
tt10293308,nm2096009,2.5275906842314395
tt10293406,nm0001005,6.7998733451423
tt10293476,nm5697173,7.499428179880202
tt10293932,nm1729218,6.200254609023643
tt10294634,nm0003826,7.299555506107671
tt10295074,nm0805246,7.199619010376725
tt10295212,nm3315387,8.248951421328258
tt10295314,nm0784008,4.901080799900062
tt10295430,nm10675678,3.402034555270972
tt10295936,nm1773563,4.651239719417377
tt10296414,nm4162113,7.999110340845573
tt10298496,nm5144156,7.899174003959308
tt10298712,nm4701946,4.7678324301407145
tt10298810,nm0533691,6.100318033870356
tt10298840,nm2320658,6.500063857949461
tt10298840,nm5945690,5.70057220979125
tt10298870,nm5661842,3.7018438041967894
tt10298870,nm5908751,3.7018438041967894
tt10299780,nm1266863,5.001017375053349
tt10299902,nm4270652,4.701207887860509
tt10299902,nm2385963,5.600636031749667
tt10300286,nm0938914,5.20089004882588
tt10300450,nm1773587,3.5019708921572366
tt10300450,nm14140780,3.5019708921572366
tt10300450,nm13085473,3.5019708921572366
tt10300570,nm4359637,8.698665175583475
tt10300630,nm5942841,8.598729315231253
tt10300704,nm10678795,3.7018438041967894
tt10303148,nm8667352,6.600000194835727
tt10303324,nm1760759,3.6019073084658433
tt10303430,nm3628233,5.500699536018719
tt10303758,nm5518452,6.400127521063196
tt10303842,nm1488608,6.400127521063196
tt10303888,nm0565955,8.598729315231253
tt10304114,nm4277614,7.899174003959308
tt10304142,nm0751102,6.100318033870356
tt10305256,nm2278431,4.001653053122608
