tconst,director_id,director_score
tt10555668,nm1862032,6.257361121282512
tt10556022,nm2079484,6.00038169698409
tt10556130,nm0583444,3.801780141083055
tt10556674,nm3524360,5.223952573666737
tt10557524,nm4595176,3.7018438041967894
tt10558652,nm3568020,5.120941074623675
tt10558706,nm1335774,6.400127521063196
tt10558990,nm3319230,4.801144701280818
tt10559102,nm3580196,4.4013988772017125
tt10560062,nm2942164,5.70057220979125
tt10560338,nm10801802,5.80050902321156
tt10560846,nm4103556,3.6768596604084673
tt1056128,nm2396890,9.498156823741684
tt1056128,nm2005584,9.498156823741684
tt10562658,nm9372592,5.20089004882588
tt10562716,nm7961008,6.400127521063196
tt10563186,nm6255948,9.398220010321374
tt10565666,nm3138626,5.150922118649769
tt10566928,nm1474292,7.399491842993937
tt10567444,nm3323470,5.100953711939614
tt10569922,nm4313283,4.101589390008873
tt10572658,nm0657734,6.500063857949461
tt10572980,nm0337882,7.599364516766467
tt10573946,nm0398789,5.600636009057569
tt10573984,nm3671226,5.100953711939614
tt10574346,nm1750787,3.302097980117684
tt10574868,nm3849717,8.498792501810943
tt10577318,nm4339979,6.500063857949461
tt10577826,nm2261081,6.00038169698409
tt10578026,nm2625196,7.799237667073042
tt10579380,nm2790548,5.980394334300029
tt10579768,nm0502671,5.20089004882588
tt10579952,nm7992231,7.63267678790657
tt10580094,nm10826893,6.899809682028566
tt10580188,nm2593537,4.6512397988397165
tt10580194,nm3155454,4.1215768003463396
tt10581324,nm3401472,7.199618692687363
tt10582422,nm1169248,7.699300989805317
tt10582476,nm8301667,7.44946001143707
tt10583416,nm4701134,4.601271550974244
tt10583596,nm2218904,7.899174003959308
tt10584340,nm2982059,6.100318033870356
tt10584480,nm3450244,5.100953711939614
tt10585686,nm6979353,5.320813954894293
tt10588504,nm1677090,6.699936531721992
tt10588750,nm2217976,6.799873106875279
tt10588750,nm2545337,7.399491842993937
tt10588750,nm2457303,7.199618930954385
tt10589738,nm4652014,6.400127521063196
tt10590408,nm6373208,6.500063857949461
tt10590458,nm4500258,3.1410893182229676
tt10590506,nm0025534,5.975397731896035
tt10590530,nm0664582,6.200254370756621
tt10590568,nm0657084,6.849841275318412
tt10593750,nm5662493,3.3020980992511952
tt10594792,nm8678191,5.467387423723298
tt10595006,nm5176502,5.500699536018719
tt10596982,nm5737747,6.899809682028566
tt10597204,nm2077225,8.498792501810943
tt10597228,nm7266653,1.503242248295754
tt10597228,nm9145021,1.503242248295754
tt10597418,nm5236153,4.001653053122608
tt10598156,nm10793545,3.801780141083055
tt10600398,nm0001675,5.450731367575587
tt10601432,nm2258169,7.199618692687363
tt10601552,nm0456031,6.150286202313488
tt10601948,nm3301599,6.3001911841769305
tt10602132,nm3564648,6.450095689506329
tt10602182,nm1136120,6.400127521063196
tt10602234,nm0898063,5.7005724480582725
tt10602688,nm4632717,6.100318033870356
tt10602728,nm3600753,7.199618692687363
tt10603286,nm0103880,6.600000194835727
tt10603372,nm3733926,6.400127521063196
tt10603396,nm0726136,6.200254370756621
tt10603568,nm7480942,4.601271550974244
tt10605740,nm9667956,8.198983014618104
tt10605812,nm4144240,5.112057881741989
tt10607172,nm3471261,8.099047154265882
tt10607452,nm3037880,5.600635872904985
tt10607676,nm1578836,7.799237428806021
tt10607676,nm6085663,7.999110340845573
tt10608624,nm10823530,6.100318033870356
tt10608770,nm7799059,6.300191025332249
tt10609050,nm0032118,6.00038169698409
tt10610330,nm4408242,5.900445360097825
tt10610332,nm10824074,6.200254370756621
tt10610440,nm0863120,8.198983014618104
tt10610666,nm1032195,6.500063857949461
tt10611992,nm3198149,4.3014625403154465
tt10612164,nm2707990,6.200254370756621
tt10612362,nm9409952,4.5013352140879785
tt10612478,nm0832187,5.700572527480612
tt10612886,nm0874093,6.57501611061416
tt10612922,nm0005093,7.0996823558010975
tt10613030,nm8239364,7.499428179880202
tt10613030,nm1298561,7.499428179880202
tt10613518,nm5653842,6.200254370756621
tt10613992,nm4214454,6.649968601545881
tt10616476,nm3936643,7.499428179880202
tt10616760,nm8971688,5.134265983079718
tt10616848,nm0825973,5.667260097495829
tt10616984,nm9093355,5.8338209766623
tt10617112,nm2277489,7.599364516766467
tt10617112,nm2146502,7.599364516766467
tt10617192,nm4359321,7.0497141873579645
tt10618286,nm0000399,6.749904938432146
tt10618682,nm10827765,5.80050902321156
tt10618968,nm0005522,4.3014625403154465
tt10619392,nm2067888,7.0996823558010975
tt10619482,nm2112436,6.100318033870356
tt10619494,nm4559149,6.400127521063196
tt10619494,nm4556286,6.400127521063196
tt10619530,nm3701770,6.600000194835727
tt10619546,nm9106568,6.3001911841769305
tt10619638,nm7227774,7.899174003959308
tt10620868,nm4252203,6.3001911841769305
tt10621206,nm0452914,7.699300853652733
tt10622260,nm0235822,7.499428179880202
tt10622972,nm4852977,7.979123073468321
tt10623178,nm5401723,7.44946001143707
tt10626774,nm0855743,6.400127521063196
tt10627274,nm4173463,6.500063857949461
tt10627352,nm0218022,5.650604041348117
tt10627352,nm1086956,5.650604041348117
tt10627530,nm4902781,7.699300853652733
tt10627548,nm0000739,5.20089004882588
tt10627584,nm0690642,6.7998733451423
tt10627710,nm0355126,5.70057220979125
tt10627804,nm2485234,6.400127521063196
tt10627868,nm10715927,6.699936531721992
tt10628062,nm8224549,6.400127521063196
tt10628092,nm0941811,6.200254609023643
tt10629014,nm6686622,8.198983014618104
tt10629360,nm0383605,6.649968363278859
tt10629634,nm10833779,5.950413528540958
tt10631148,nm3210041,5.001017375053349
tt10631148,nm3255161,5.001017375053349
tt10631206,nm4475868,6.699936531721992
tt10632226,nm0190502,6.849841275318412
tt10633456,nm1818032,6.949777850471699
tt10633878,nm0595982,5.20089004882588
tt10635042,nm4830945,6.9997460189148315
tt10635042,nm2001457,7.149650762511252
tt10635042,nm2359768,6.9997460189148315
tt10635588,nm3410550,6.150286381013755
tt10636130,nm1651765,5.20089004882588
tt10637160,nm0206109,8.498792501810943
tt10638270,nm10786350,6.699936769989014
tt10638320,nm2055008,3.7018438041967894
tt10638522,nm4053334,7.0996823558010975
tt10638522,nm6100536,7.0996823558010975
tt10638582,nm2015017,5.134265983079718
tt10639214,nm1564826,4.4013988772017125
tt10639624,nm8219139,3.801780141083055
tt10639624,nm5807078,3.801780141083055
tt10639624,nm2689823,3.801780141083055
tt10640084,nm9367249,6.00038169698409
tt10640174,nm3176748,5.572082701870915
tt10640338,nm8161167,6.125302356358944
tt10640346,nm3227090,7.0996823558010975
tt10640760,nm3336535,3.801780141083055
tt10640766,nm0922781,5.350795030689323
tt10642250,nm2016451,5.70057220979125
tt10642268,nm10679245,8.298919828038413
tt10642834,nm0087523,7.199618692687363
tt10643700,nm3541269,6.9997460189148315
tt10643700,nm10839098,6.9997460189148315
tt10643918,nm3604888,6.600000194835727
tt10643926,nm0134396,6.699936531721992
tt10644282,nm6725309,4.401398758068202
tt10644372,nm0644700,5.0509856626299925
tt10644708,nm1739317,5.400762960865433
tt10645276,nm6543938,7.199618692687363
tt10645276,nm8798148,7.199618692687363
tt10645276,nm8798133,7.199618692687363
tt10645852,nm8169378,7.899174003959308
tt10645852,nm0201965,7.29955526784065
tt10646310,nm0949255,8.398855688390636
tt10648146,nm2096009,2.5275906842314395
tt10648192,nm0025241,5.66726025634051
tt10648198,nm4336150,5.500699536018719
tt10648326,nm3297975,5.20089004882588
tt10648342,nm0169806,6.350159114353041
tt10648624,nm1930035,7.499428179880202
tt10648624,nm12577904,7.499428179880202
tt10648714,nm1572716,5.20089004882588
tt10648908,nm3209599,7.899174003959308
tt10649008,nm2980191,4.601271550974244
tt10649016,nm0399737,6.733248961706776
tt10649596,nm6764430,7.0996823558010975
tt10650376,nm2672601,6.749904938432146
tt10650424,nm0950834,6.2002545296013025
tt10650556,nm3480742,5.500699536018719
tt10650778,nm10529328,7.099682514645779
tt10651230,nm3699790,7.599364516766467
tt10651230,nm1364790,7.599364516766467
tt10651304,nm8446571,4.70120800699402
tt10652734,nm9446332,3.1022250680781314
tt10652948,nm0659225,8.099047154265882
tt10653008,nm0003412,7.499428179880202
tt10654434,nm9677312,5.200890287092902
tt10655320,nm3465032,6.899809682028566
tt10655320,nm5130874,6.899809682028566
tt10655320,nm7807336,6.899809682028566
tt10655356,nm3526166,6.500063857949461
tt10655524,nm1682573,6.899809682028566
tt10656034,nm11870315,7.599364516766467
tt10656212,nm3033057,6.7998731465864495
tt10656230,nm1266812,4.8647404437234325
tt10656794,nm0139905,5.800508784944538
tt10657126,nm2448539,5.750540616501405
tt10657684,nm13727740,4.301462302048425
tt10657684,nm2145492,4.621258866004901
tt10657992,nm1453507,3.2021616432314186
tt10658922,nm2305561,5.3008267034015075
tt10658928,nm0783879,4.701208066560776
tt10659224,nm8315359,4.19153228382013
tt10659270,nm7338192,6.400127521063196
tt10659270,nm5720606,6.400127521063196
tt10660510,nm4524457,8.398855688390636
tt10660954,nm3282079,3.601907229043502
tt10661100,nm1922735,7.349523555417293
tt10661180,nm3829351,5.80050902321156
tt10661500,nm0331532,4.4013988772017125
tt10661500,nm4251331,4.4013988772017125
tt10661640,nm7475701,6.7998733451423
tt10661710,nm1156199,5.900445240964314
tt10661848,nm5366274,7.549396348323335
tt10662234,nm2417944,6.233566641896725
tt10663470,nm2953472,5.600635872904985
tt10663608,nm0009132,4.3014625403154465
tt10665040,nm5434630,3.6518756357536573
tt10665040,nm3513725,3.6518756357536573
tt10665338,nm0337773,5.4407377338869605
tt10665342,nm0337773,5.4407377338869605
tt10665972,nm2586287,6.450095689506329
tt10666594,nm4102463,4.3014625403154465
tt10667070,nm2728278,4.001653053122608
tt10669794,nm1169247,7.699300853652733
tt10669868,nm0108733,7.399491842993937
tt10669888,nm2060444,5.3507947924223
tt10669914,nm3568758,5.675588244703195
tt10670442,nm0151066,6.799873106875279
tt10670754,nm9457572,6.400127521063196
tt10670858,nm1009137,6.774889022653713
tt10671328,nm10434370,7.199618692687363
tt10671328,nm13746186,7.699300853652733
tt10671328,nm16643509,6.266878913036827
tt10673868,nm8211214,4.701207887860509
tt10674504,nm0006745,5.550667704461852
tt10674614,nm3925645,4.5013352140879785
tt10674930,nm13612088,3.2271456678862296
tt10675392,nm9314353,6.7998733451423
tt10675724,nm4224294,5.200890287092902
tt10676012,nm0277342,6.200254609023643
tt10676022,nm10854434,6.699936531721992
tt10676030,nm10854440,7.0497141873579645
tt10676042,nm3846344,6.7998733451423
tt10676048,nm4804442,5.7005724480582725
tt10676120,nm3848412,3.5574911322645004
tt10676126,nm10854538,7.0996823558010975
tt10676134,nm0275044,6.899809682028566
tt10676276,nm3424048,7.599364516766467
tt10677764,nm8302121,7.499428179880202
tt10678722,nm3598225,4.701207887860509
tt10680564,nm4901385,7.199618692687363
tt10680594,nm2335825,9.698029497514217
tt10680838,nm6736610,5.300826862246189
tt10681092,nm2067994,6.799873106875279
tt10681604,nm1335340,5.600636111172007
tt10681656,nm1303297,4.667895934409769
tt10681856,nm4586450,6.3001911841769305
tt10681856,nm2251654,6.3001911841769305
tt10682030,nm8275932,3.9516848846794748
tt10682030,nm3848412,3.5574911322645004
tt10682030,nm6815189,3.002288731191866
tt10682062,nm10857692,6.033693809279512
tt10682112,nm1100515,4.046069255798064
tt10682266,nm0109359,5.300826862246189
tt10682414,nm1013583,7.299555506107671
tt10683650,nm4681274,5.134265983079718
tt10683800,nm2039761,7.999110340845573
tt10683800,nm10858549,7.999110340845573
tt10685466,nm1850235,6.150286202313488
tt10686204,nm0002576,5.80050902321156
tt10687016,nm10886783,6.575016229747671
tt10687052,nm8546743,6.500063857949461
tt10687070,nm5325427,7.899173765692284
tt10687102,nm0184685,6.00038169698409
tt10687116,nm4562295,7.299555506107671
tt10687220,nm1287649,2.8024158191523134
tt10687220,nm16025591,4.4513669265113345
tt10687258,nm5775166,7.0996823558010975
tt10687506,nm3112470,6.7998733451423
tt10687740,nm4201845,5.767196752071456
tt10687980,nm2364528,7.299555506107671
tt10689606,nm9601494,5.900445360097825
tt10689780,nm6799033,5.300826862246189
tt10690512,nm0496046,6.00038169698409
tt10690722,nm0824287,8.298919828038413
tt10691026,nm2642038,6.3001911841769305
tt10691162,nm0936044,5.300826862246189
tt10691314,nm2134537,5.500699536018719
tt10691828,nm1785287,5.80050902321156
tt10691828,nm2058740,5.80050902321156
tt10692228,nm9769561,5.6506042796151394
tt10692242,nm2091163,7.599364516766467
tt10692516,nm2941526,5.300826862246189
tt10692516,nm4970416,5.300826862246189
tt10692578,nm0119541,6.3001911841769305
tt10692788,nm2746993,7.299555506107671
tt10692870,nm6591267,6.250222777466775
tt10692888,nm10860236,6.699936531721992
tt10692936,nm5643616,4.5013352140879785
tt10692976,nm9183671,5.500699536018719
tt10692994,nm7978876,3.268785867822262
tt10693584,nm0127263,6.699936769989014
tt10695408,nm10821876,6.500063857949461
tt10695464,nm4287898,4.601271550974244
tt10695464,nm3423183,4.601271550974244
tt10695464,nm7121645,4.601271550974244
tt10695672,nm1957706,6.7998733451423
tt10696116,nm1433435,5.900445360097825
tt10696586,nm2974769,6.300191025332249
tt10696784,nm5029795,6.100318033870356
tt10696896,nm0565336,6.300190945909908
tt10697680,nm1387840,7.199618692687363
tt10698174,nm5461586,5.100953711939614
tt10698658,nm0116511,5.7805214699138805
tt10698680,nm6073824,7.399491604726913
tt10699086,nm2260872,4.5013352140879785
tt10699348,nm2410024,5.70057220979125
tt10699542,nm0591362,5.050985543496481
tt10701074,nm0711745,7.349523436283783
tt10701074,nm7676450,7.349523436283783
tt10701458,nm1849258,4.201525726895138
tt10701532,nm0810862,5.875460978042481
tt10701788,nm2420502,2.8024158191523134
tt10701926,nm5794009,5.750540616501405
tt10702006,nm1366960,4.901081038167083
tt10702148,nm3272029,6.200254609023643
tt10702938,nm8359876,6.799873186297619
tt10703554,nm4398547,7.299555506107671
tt10703978,nm2203532,4.601271550974244
tt10704342,nm4907337,5.001017375053349
tt10704668,nm1339032,4.901081038167083
tt10704730,nm1116356,6.400127521063196
tt1070874,nm0815070,7.0996823558010975
tt10709114,nm0853753,8.698665175583475
tt10709484,nm12268742,6.7998733451423
tt10709742,nm0001709,4.301462302048425
tt10710018,nm1527081,7.899174003959308
tt10712788,nm1937443,4.901081038167083
tt10712928,nm0770564,5.750540616501405
tt10713340,nm4000389,5.300826862246189
tt10713340,nm3951039,5.300826862246189
tt10714232,nm9064366,4.901081038167083
tt10714460,nm10811035,7.399491842993937
tt10714790,nm3745266,6.649968601545881
tt10714856,nm1171959,5.950413528540958
tt10714864,nm3971440,7.499428179880202
tt10715104,nm0110292,5.200890406226412
tt10715108,nm0022450,4.701207887860509
tt10715268,nm2934262,7.899174003959308
tt10715446,nm0025241,5.66726025634051
tt10716596,nm6848212,5.400763199132454
tt10717738,nm6576552,7.199618930954385
tt10719572,nm4254031,5.80050902321156
tt10719596,nm1896801,5.70057220979125
tt10719606,nm10489714,6.866497410888463
tt10719628,nm2180525,5.334138815696929
tt10719764,nm1644164,6.00038169698409
tt10719916,nm1194585,4.341436884456336
tt10719946,nm5063717,5.600635872904985
tt10719958,nm10300151,4.051621340699251
tt10720352,nm0148116,6.649968601545881
tt10720690,nm1083519,8.898537849356007
tt10721304,nm2969694,6.899809682028566
tt10722406,nm0305563,5.050985543496481
tt10723416,nm8635060,7.499428179880202
tt10724432,nm6372748,5.600635872904985
tt10724982,nm7916214,5.400763040287773
tt10725428,nm0400194,6.649968601545881
tt10725448,nm2561327,5.001017375053349
tt10725702,nm6149018,7.399491842993937
tt10726108,nm6554590,7.599364516766467
tt10726144,nm4156136,6.250222777466775
tt10726148,nm7059325,6.799873106875279
tt10726774,nm0904605,6.699936531721992
tt10726872,nm0536663,2.6025429071127606
tt10727128,nm3866863,6.500063857949461
tt10727130,nm0886095,4.701207887860509
tt10727214,nm0388608,5.600636031749667
tt10727702,nm1354500,7.799237667073042
tt10728214,nm1820124,5.80050902321156
tt10728764,nm7050504,6.500063857949461
tt10730122,nm1315989,7.799237667073042
tt10730376,nm0148482,3.052256899634999
tt10730424,nm3078179,8.798601989003783
tt10731100,nm8929567,5.500699536018719
tt10731256,nm1312575,6.3001911841769305
tt10731264,nm0788855,5.600636111172007
tt10731362,nm4219316,6.611104285215761
tt10731386,nm9753377,7.29955534726299
tt10731688,nm7050328,9.19834781308289
tt10731748,nm0735083,4.926065003255139
tt10731768,nm1892926,5.500699536018719
tt10732436,nm6969397,7.199618692687363
tt10732462,nm3398984,5.900445360097825
tt10733056,nm4659857,6.7998733451423
tt10733228,nm2439708,5.0509857817635035
tt10733770,nm0245677,5.300826623979167
tt10734864,nm4417935,4.4013988772017125
tt10735686,nm1089985,6.9997460189148315
tt10735778,nm1543906,7.774253344584454
tt10736580,nm0867127,5.500699536018719
tt10737358,nm3568979,4.751176294570664
tt10737860,nm8683829,5.900445360097825
tt10737918,nm0383688,6.3501593526200635
tt10737918,nm1688972,6.400127521063196
tt10738020,nm1886343,5.80050902321156
tt10738536,nm0078704,6.699936690566673
tt10738666,nm3392438,7.299555506107671
tt10738906,nm1172261,6.450095689506329
tt10739160,nm0664575,5.200890287092902
tt10739666,nm1179457,3.402034555270972
tt10740470,nm6605976,8.898537849356007
tt10740584,nm1115199,3.9516848846794748
tt10740926,nm0252230,6.500063857949461
tt10740928,nm3261947,4.701207887860509
tt10740944,nm12070249,6.475079714161139
tt10741012,nm4803369,8.248951183061237
tt10741388,nm8500379,4.751176175437153
tt10741542,nm3536895,6.7998733451423
tt10741846,nm0702012,8.149014846174971
tt10742934,nm0691922,6.400127521063196
tt10743088,nm1334346,9.198347336548846
tt10743280,nm4008627,3.601907229043502
tt10743534,nm2970236,6.050349865427223
tt10743778,nm4194532,5.400763199132454
tt10744316,nm8536512,7.499428179880202
tt10744316,nm0168566,7.499428179880202
tt10744836,nm8749845,8.198983014618104
tt10746060,nm3588966,2.7024794822660483
tt10746876,nm1155314,5.367450927992351
tt10747310,nm0313227,6.649968363278859
tt10749816,nm0592625,5.500699536018719
tt10749948,nm2415918,5.550667942728874
tt10750020,nm5650556,6.350159114353041
tt10750704,nm0413054,6.500063857949461
tt10751150,nm3220732,5.16757809537514
tt10751454,nm2268575,6.600000194835727
tt10751528,nm10883637,7.44946001143707
tt10752004,nm2076099,7.899174003959308
tt10752266,nm5210422,4.301462302048425
tt10753524,nm8894537,4.726192210349097
tt10755608,nm4770887,7.299555506107671
tt10756160,nm1883831,7.0996823558010975
tt10756184,nm2699094,5.334138736274589
tt10756528,nm0462413,8.198983014618104
tt10756652,nm9839206,5.600635872904985
tt10757922,nm1979282,6.150286202313488
tt10758146,nm0244800,4.701208126127531
tt10761264,nm4735128,9.398220010321374
tt10761534,nm2083334,6.500063857949461
tt10761694,nm0527453,5.100953711939614
tt10761694,nm16019836,5.100953711939614
tt10762362,nm1827610,5.2008902473817304
tt10763054,nm2016727,8.698665175583475
tt10763342,nm6363280,5.143783706757741
tt10763668,nm7435534,7.499428179880202
tt10763684,nm1744500,7.349523436283783
tt10763820,nm1726691,5.70057220979125
tt10764868,nm9037341,8.998474662776314
tt10765190,nm4407822,7.899174003959308
tt10765448,nm7897880,6.849841275318412
tt10766468,nm8453976,7.549396427745675
tt10766468,nm2002092,8.498792501810943
tt10766586,nm10894934,6.00038169698409
tt10767052,nm0169806,6.350159114353041
tt10767066,nm3255688,5.500699536018719
tt10768094,nm3192314,4.301462302048425
tt10768216,nm1857245,6.57501611061416
tt10768232,nm0375551,5.001017375053349
tt10768264,nm3136972,6.00038169698409
tt10768548,nm3632433,7.0996823558010975
tt10770190,nm5907657,7.299555506107671
tt10770636,nm0045584,5.80050902321156
tt10770904,nm2598734,7.09968259406812
tt10771312,nm0862532,6.550032264659616
tt10772334,nm10898010,4.8261286068021185
tt10772364,nm5317700,6.200254370756621
tt10772654,nm4069291,5.775524819856482
tt10772662,nm5293961,5.250858455536035
tt10772662,nm4895027,5.250858455536035
tt10773028,nm1857470,6.9997460189148315
tt10773028,nm2681362,6.949777850471699
tt10773090,nm3902889,5.8005088325979415
tt10773114,nm2806693,6.5375401034153215
tt10773194,nm7191235,5.500699536018719
tt10773626,nm3138626,5.150922118649769
tt10773654,nm0087895,8.149015084441993
tt10773920,nm3151578,6.400127521063196
tt10776270,nm3464186,6.2002545296013025
tt10776654,nm1129163,6.400127521063196
tt10776700,nm5613989,4.901081038167083
tt10776714,nm9090154,6.00038169698409
tt10778798,nm4485695,6.899809682028566
tt10778840,nm3797575,6.091232955656518
tt10779254,nm5558741,6.3001911841769305
tt10781034,nm4981904,6.200254370756621
tt10782740,nm9141090,7.0996823558010975
tt10782876,nm3044084,5.500699536018719
tt10782918,nm2925912,5.70057220979125
tt10782918,nm0744711,5.70057220979125
tt10783504,nm4952005,6.3001911841769305
tt10786774,nm1126068,6.550032026392594
tt10787472,nm1947983,5.675588244703195
tt10787484,nm3241039,4.734520317845293
tt10788058,nm3531089,3.235473755526841
tt10788416,nm2203662,5.80050902321156
tt10789062,nm0420926,7.532740292175624
tt10789216,nm1132066,4.701207887860509
tt10790688,nm9917918,3.1022250680781314
tt10791152,nm0002645,6.866497252043782
tt10792570,nm4813513,4.951049206610216
tt10793604,nm1876813,5.034329487348771
tt10793838,nm7098521,7.732613124792836
tt10793984,nm8060170,7.699300853652733
tt10794406,nm0487990,5.172336945868102
tt10795930,nm5224796,7.332867459558412
tt10796132,nm4201695,7.799237667073042
tt10796286,nm0464846,6.550032026392594
tt10796376,nm1188396,5.001017375053349
tt10798072,nm2620255,6.100318033870356
tt10798660,nm0070368,5.300826862246189
tt10799214,nm2845805,4.201525726895138
tt10799884,nm7182516,6.050349865427223
tt10799922,nm0767339,3.661869221788879
tt10800070,nm4091628,6.400127521063196
tt10800620,nm1571522,3.9516848846794748
tt10800620,nm4766295,3.9516848846794748
tt10800756,nm1680845,8.698665175583475
tt10801042,nm4857370,6.200254609023643
tt10801196,nm11317157,6.3001911841769305
tt10801196,nm10911309,6.3001911841769305
tt10801230,nm10911328,6.00038169698409
tt10801400,nm6680601,5.733884639776035
tt10801458,nm2531130,5.843338779762664
tt10801496,nm4098234,5.80050902321156
tt10803634,nm5453612,6.00038169698409
tt10803866,nm3500190,5.650604160481628
tt10804210,nm5105722,4.701207887860509
tt10804304,nm3586204,6.100318033870356
tt10805260,nm0510681,6.600000194835727
tt10805280,nm3673847,5.80050902321156
tt10805630,nm6074725,5.400763199132454
tt10805906,nm7456426,6.400127521063196
tt10805970,nm4690425,5.70057220979125
tt10806028,nm7973076,4.5013352140879785
tt10806034,nm2458888,6.500063857949461
tt10806034,nm4139472,5.400763199132454
tt10806040,nm6474441,6.050349865427223
tt10806050,nm1006796,5.643465799646819
tt10808502,nm3671255,6.600000194835727
tt10808832,nm0001752,6.1502863611581695
tt10809006,nm8971258,4.001653053122608
tt10809108,nm10545957,8.648697245407364
tt10809394,nm3771263,6.100318033870356
tt10809702,nm2699094,5.334138736274589
tt10809742,nm1926494,4.201525726895138
tt10810172,nm5396018,6.749904938432146
tt10810522,nm9452811,1.6031787043155301
tt10810640,nm7765745,7.14965052424423
tt10810850,nm0002364,6.00038169698409
tt10810852,nm1378916,7.3661795718538325
tt10811166,nm1892252,6.933121635479306
tt10812830,nm1932723,7.599364516766467
tt10812830,nm1142903,7.7992375082283605
tt10813062,nm3973645,6.00038169698409
tt10814876,nm0603737,5.525683739373797
tt10815092,nm4114931,7.899174003959308
tt10816000,nm1944193,5.500699536018719
tt10816062,nm3202393,7.899174003959308
tt10816420,nm3160391,6.375143377274874
tt10816448,nm1507117,5.740546982812779
tt10816484,nm1267569,6.300190945909908
tt10816616,nm1778060,5.334138815696929
tt10816616,nm8275932,3.9516848846794748
tt10816616,nm8084129,6.450095689506329
tt10816692,nm7812649,8.69866565211752
tt10817348,nm4500258,3.1410893182229676
tt10818092,nm0049592,5.050985603063237
tt10819076,nm4044656,6.100318033870356
tt10819348,nm0820361,6.200254370756621
tt10820008,nm2369660,2.7024794822660483
tt10820264,nm0003910,6.200254370756621
tt10822302,nm3953703,9.098411476196626
tt10825052,nm7081033,7.499428179880202
tt10825610,nm3573711,5.500699536018719
tt10826100,nm11698297,4.101589390008873
tt10826100,nm8563375,4.101589390008873
tt10826116,nm4927265,6.649968601545881
tt10826164,nm8514727,5.900445360097825
tt10826774,nm5456535,6.500063857949461
tt10827784,nm10923632,7.0996823558010975
tt10827792,nm4353686,6.400127521063196
tt10827792,nm7548994,6.400127521063196
tt10829654,nm9932296,6.749904938432146
tt10831086,nm0859877,6.649968601545881
tt10831460,nm3931559,5.80050902321156
tt10831486,nm0827618,5.001017375053349
tt10832002,nm2630722,7.0996823558010975
tt10832048,nm2118487,7.299555506107671
tt10832048,nm0371300,7.299555506107671
tt10832072,nm3438843,5.500699536018719
tt10832274,nm0827171,6.9997460189148315
tt10832720,nm0355453,6.250222777466775
tt10833310,nm1329356,6.400127521063196
tt10833378,nm0572596,5.7005724480582725
tt10833594,nm9411487,5.150921880382747
tt10833624,nm10926350,7.399491842993937
tt10835642,nm3706225,5.900445360097825
tt10836742,nm1916895,8.198983014618104
tt10836760,nm1547821,5.300826862246189
tt10837932,nm1799233,6.849841275318412
tt10837952,nm9335100,7.999110340845573
tt10838180,nm0905154,5.600635872904985
tt10839454,nm1688464,6.0253657812056565
tt10840042,nm0122335,4.3014625403154465
tt10840256,nm5619923,4.3014625403154465
tt10840884,nm2349060,5.900445360097825
tt10841088,nm0124900,5.600635872904985
tt10841088,nm0742125,5.600635872904985
tt10841384,nm10148813,7.399491842993937
tt10843324,nm9349576,6.00038169698409
tt10843712,nm5460180,7.63267662906189
tt10843712,nm5459476,7.63267662906189
tt10843814,nm2467058,2.779353605891408
tt10844140,nm2472540,7.299555506107671
tt10845302,nm6331689,8.198983014618104
tt10845704,nm1760800,5.30082676693938
tt10846008,nm1827689,5.400763199132454
tt10846486,nm3006156,6.600000194835727
tt10847964,nm0773879,6.7998733451423
tt10849722,nm5029050,4.801144701280818
tt10850034,nm8353741,3.801780141083055
tt10850200,nm10786350,6.699936769989014
tt10850264,nm0179221,7.699300853652733
tt10850320,nm2929021,7.237095057286734
tt10850450,nm3163561,3.579699180654001
tt10850578,nm1044237,5.334138815696929
tt10850940,nm10933578,6.899809682028566
tt10851100,nm10897271,8.898537849356007
tt10851100,nm12369855,8.898537849356007
tt10851174,nm0618659,7.599364516766467
tt10851414,nm0733435,6.9997460189148315
tt10851414,nm0391473,7.074698390713042
tt10851466,nm0637259,5.500699536018719
tt10851618,nm0094524,8.049078747555727
tt10851618,nm0262167,8.049078747555727
tt10852008,nm1293225,7.0996823558010975
tt10852686,nm2337143,3.1022250680781314
tt10854954,nm0394483,5.675588304269951
tt10855768,nm4946908,7.0996823558010975
tt10855768,nm4148345,7.0996823558010975
tt10855798,nm0753912,5.7005724480582725
tt10856166,nm3614028,6.7998733451423
tt10857048,nm2513693,6.649968601545881
tt10857100,nm1506692,6.100318033870356
tt10857154,nm9458986,9.298284149969154
tt1086064,nm0661751,5.900445360097825
tt10861752,nm8607821,8.099047154265882
tt10862050,nm4367233,3.302097980117684
tt10862868,nm8938704,2.9523205627487332
tt10863072,nm2467058,2.779353605891408
tt10863950,nm0606111,7.0996823558010975
tt10863980,nm2803340,7.0996823558010975
tt10864584,nm2921854,4.976033231265028
tt10865174,nm1885520,6.00038169698409
tt10865432,nm1098171,6.3001908664875685
tt10867576,nm5861467,3.801780141083055
tt10868508,nm0074485,5.400763199132454
tt10868600,nm0762761,5.20089004882588
tt10868922,nm6797975,3.601907229043502
tt10868980,nm0219430,6.7998733451423
tt10869766,nm4353717,5.100953711939614
tt10869778,nm2279430,6.849841513585434
tt10869834,nm1338139,7.399491842993937
tt10869956,nm5834719,5.400763199132454
tt10870694,nm5901812,7.499428179880202
tt10872080,nm3438263,5.500699536018719
