director_id,director_experience,director_quality,director_total_votes
nm6063380,1,8.800000190734863,8
nm12842513,1,7.0,25
nm0659368,1,5.199999809265137,246
nm2896502,1,6.400000095367432,146
nm7110298,1,6.199999809265137,12
nm2755490,2,6.6000001430511475,1124
nm3790439,1,8.100000381469727,102
nm5101993,1,6.599999904632568,18
nm12994162,1,4.800000190734863,133
nm3175117,1,4.800000190734863,133
nm3217969,1,6.099999904632568,54
nm2449889,2,8.900000095367432,66
nm10352376,1,7.699999809265137,55
nm2133257,1,5.400000095367432,4289
nm8178289,1,7.699999809265137,17
nm9992757,1,6.599999904632568,282
nm12876823,1,5.900000095367432,145
nm12877543,1,5.599999904632568,5
nm4959705,1,3.700000047683716,2575
nm3706826,1,6.0,726
nm4082771,4,4.949999928474426,483
nm2977234,2,6.049999952316284,1045
nm4830869,1,7.0,41
nm6142895,1,8.199999809265137,107640
nm1905559,1,4.400000095367432,29
nm3327616,1,6.199999809265137,106
nm12894084,1,8.199999809265137,70
nm1885537,1,2.9000000953674316,156
nm10012116,1,7.400000095367432,17
nm4914661,1,5.300000190734863,1762
nm12897410,1,6.5,3033
nm7127455,4,6.9750001430511475,58
nm7369192,1,6.400000095367432,6
nm10799725,1,6.5,557
nm5961051,1,6.900000095367432,104578
nm3074729,2,4.550000071525574,2285
nm3122113,1,6.199999809265137,11137
nm3550511,2,6.650000095367432,449
nm8993273,1,7.400000095367432,1899
nm2118135,1,8.5,95
nm5020492,1,6.599999904632568,343
nm15015488,1,6.699999809265137,7391
nm0329651,1,7.800000190734863,11
nm2069599,1,8.699999809265137,7
nm0363087,1,4.800000190734863,742
nm1646016,1,6.699999809265137,223
nm4568491,1,7.5,21
nm1744821,1,5.900000095367432,211
nm12920995,1,6.400000095367432,8
nm3915542,2,6.5,3081
nm0634240,2,7.800000190734863,1515583
nm12924196,2,6.0,4583
nm0506071,1,8.199999809265137,5
nm4318511,1,4.900000095367432,23
nm10154891,2,4.849999904632568,5066
nm8415307,1,6.800000190734863,16
nm6314940,1,4.300000190734863,834
nm10130310,1,7.800000190734863,701
nm12937951,1,2.9000000953674316,482
nm12938084,1,8.300000190734863,17
nm12939793,1,6.199999809265137,33
nm9282827,3,7.99999984105428,180
nm9577930,1,6.599999904632568,11383
nm1691557,1,5.900000095367432,26
nm11352161,1,6.699999809265137,42
nm4815535,1,7.199999809265137,12
nm7012390,3,6.100000063578288,6862
nm2054656,1,6.300000190734863,678
nm11601288,1,4.099999904632568,333
nm2477613,1,5.699999809265137,9
nm3416107,1,4.300000190734863,384
nm12970817,1,8.0,9
nm12973070,1,7.300000190734863,3082
nm1126697,1,5.699999809265137,42
nm7647346,1,7.199999809265137,259
nm4567726,1,7.099999904632568,11
nm2832271,1,7.400000095367432,31
nm12980415,1,7.199999809265137,14
nm2543162,1,3.299999952316284,455
nm3676874,1,3.700000047683716,33
nm10092661,1,5.800000190734863,183
nm7435903,1,6.599999904632568,11
nm12994674,1,7.699999809265137,13
nm12995202,2,5.799999952316284,8043
nm12998221,2,8.100000143051147,236
nm3922873,2,7.099999904632568,1861
nm2320378,1,6.599999904632568,50
nm12999962,1,9.5,19
nm8678951,1,5.400000095367432,393
nm8968067,1,3.5,167
nm4661612,1,4.900000095367432,2583
nm6222980,1,5.199999809265137,42
nm7796040,1,8.5,10
nm13006436,1,4.599999904632568,2461
nm0061388,1,8.100000381469727,84
nm6255378,1,6.300000190734863,60
nm5314147,2,5.75,159
nm6469315,1,8.800000190734863,5
nm4294548,2,6.549999952316284,71
nm3393168,1,4.599999904632568,25
nm5667186,1,7.400000095367432,8
nm10011340,1,5.800000190734863,28
nm3445534,1,6.5,18
nm7664097,2,4.8500001430511475,18
nm2960555,2,7.299999952316284,27
nm6122069,1,6.199999809265137,42
nm6065568,1,5.400000095367432,74
nm1580701,1,4.599999904632568,1103
nm13034520,1,8.800000190734863,7
nm2103751,2,7.099999904632568,18
nm10340124,1,7.699999809265137,1073
nm11467645,1,7.800000190734863,16
nm10693188,1,7.199999809265137,507
nm1646089,1,8.300000190734863,83
nm1165321,1,8.300000190734863,23
nm3033662,1,5.400000095367432,830
nm2432920,1,6.199999809265137,171
nm10366814,1,5.800000190734863,25
nm4104763,2,7.0,741
nm7468998,1,6.5,6
nm10127888,1,3.9000000953674316,10
nm13061036,1,5.699999809265137,168
nm3896612,1,7.199999809265137,27
nm13064492,1,7.699999809265137,73
nm7874129,1,7.599999904632568,288
nm5411572,1,5.599999904632568,91
nm1203938,1,7.900000095367432,40
nm4275597,1,4.900000095367432,430
nm10655747,1,7.400000095367432,6
nm0598977,1,2.9000000953674316,162
nm3245931,3,7.96666685740153,86
nm4188930,2,3.5500000715255737,48
nm2801606,1,6.099999904632568,8
nm1350993,1,5.400000095367432,146
nm10493008,1,6.900000095367432,50
nm11594630,1,9.0,23
nm0895752,1,6.5,33
nm0045482,1,9.300000190734863,11
nm0615948,1,7.900000095367432,36
nm0121755,1,7.900000095367432,11
nm1121635,1,6.400000095367432,9
nm5225627,1,8.0,8
nm4019759,1,7.0,42
nm10394795,1,5.400000095367432,7
nm12799020,1,7.0,4681
nm1953177,1,7.599999904632568,67
nm0661102,2,7.450000047683716,117
nm9276929,1,4.699999809265137,156
nm7337199,1,7.300000190734863,16
nm3752597,1,7.900000095367432,16
nm0393559,3,7.3666666348775225,145
nm13117714,1,7.699999809265137,2057
nm13120130,1,7.199999809265137,250
nm5630102,1,7.699999809265137,37
nm8379524,1,7.400000095367432,12
nm11748530,1,9.199999809265137,147
nm2413757,1,7.199999809265137,22
nm6338649,1,7.099999904632568,29
nm0961373,1,6.099999904632568,165
nm7315954,1,5.300000190734863,448
nm1030814,1,7.800000190734863,9
nm4420574,1,7.199999809265137,129
nm3243967,1,6.800000190734863,8
nm13145151,1,8.699999809265137,19
nm4368122,1,8.0,18
nm2242451,1,5.0,251
nm10123533,1,6.400000095367432,270
nm9885526,1,5.699999809265137,6
nm1892800,2,5.0,434
nm4442994,1,8.800000190734863,18
nm0299603,1,4.599999904632568,10556
nm2146470,1,8.899999618530273,19
nm2817460,1,7.199999809265137,520
nm13168061,1,6.0,34
nm9127154,1,8.199999809265137,20
nm3279118,1,5.699999809265137,30
nm5294992,1,6.400000095367432,3983
nm5711038,1,6.199999809265137,14
nm7098943,1,6.199999809265137,11
nm3415960,1,4.599999904632568,338
nm1159380,1,5.800000190734863,112
nm3793405,1,6.800000190734863,17
nm3941888,1,5.699999809265137,26
nm12286516,1,8.800000190734863,10
nm11182342,1,7.0,5222
nm11456206,1,5.199999809265137,29
nm1802410,1,7.199999809265137,2198
nm4102993,1,3.5,1670
nm4172675,1,7.400000095367432,14
nm4521718,1,9.899999618530273,8
nm3878904,1,7.800000190734863,6
nm0302221,1,7.599999904632568,53
nm9913748,1,6.599999904632568,16
nm6826983,5,4.7799999713897705,378
nm14812846,1,7.800000190734863,68
nm10783579,1,7.800000190734863,68
nm14199608,1,7.800000190734863,68
nm1659909,1,8.199999809265137,71
nm5961810,1,6.300000190734863,21
nm10019406,1,6.400000095367432,685
nm1323319,2,4.5,5120
nm1396121,1,7.599999904632568,53291
nm13217518,1,2.9000000953674316,12
nm3939072,1,6.599999904632568,6579
nm2155046,2,5.900000095367432,100
nm0835001,1,5.400000095367432,2794
nm0465372,1,5.099999904632568,140
nm9611146,1,5.199999809265137,42
nm1729222,1,8.5,19
nm7781179,3,7.100000063578288,52
nm3004436,4,5.274999976158142,130
nm13258225,1,8.600000381469727,810
nm13260144,1,4.900000095367432,12
nm2164306,1,4.699999809265137,113
nm0067946,1,6.599999904632568,15
nm2550723,1,8.199999809265137,104
nm0340886,2,5.300000190734863,216
nm10347999,1,5.699999809265137,160
nm1770660,1,4.199999809265137,152
nm8596392,1,6.0,71
nm9062357,1,6.900000095367432,10
nm0282196,1,3.700000047683716,2527
nm1463145,1,6.300000190734863,39
nm3266312,1,9.399999618530273,52
nm5557436,1,6.0,12
nm13345256,1,7.400000095367432,7
nm13300726,1,5.800000190734863,402
nm6398957,2,4.400000095367432,264
nm6756094,1,6.900000095367432,1389
nm10566938,2,5.1499998569488525,1459
nm0854158,1,6.099999904632568,61
nm6369171,1,8.0,790
nm13314477,1,7.300000190734863,55
nm0317368,1,3.299999952316284,3470
nm0573638,1,5.699999809265137,624
nm1163899,1,5.599999904632568,68
nm3688942,1,7.800000190734863,35
nm4492373,1,6.400000095367432,27
nm3405314,1,4.0,111
nm6563065,1,4.0,26
nm8477878,1,8.100000381469727,9
nm5671757,1,5.599999904632568,334
nm2732479,1,8.699999809265137,54
nm3511042,1,7.0,51
nm2014443,1,7.199999809265137,64
nm1704344,1,6.800000190734863,6
nm3156269,1,8.100000381469727,56
nm5028357,1,5.300000190734863,23
nm1445939,2,6.450000047683716,94
nm0409270,1,5.199999809265137,6
nm13417883,1,7.800000190734863,421
nm0878674,2,5.6000001430511475,245
nm0267287,1,7.300000190734863,301272
nm5699179,1,7.300000190734863,19
nm9726610,1,9.699999809265137,10
nm13358544,1,2.700000047683716,15
nm0387683,1,5.300000190734863,188
nm8418516,1,6.099999904632568,29
nm6152442,1,6.199999809265137,2307
nm6004208,1,8.199999809265137,11
nm11402925,1,7.400000095367432,5
nm13373666,1,7.400000095367432,32
nm5891634,1,4.5,348
nm1414579,1,5.199999809265137,1776
nm0774340,1,5.599999904632568,1464
nm6026437,1,5.400000095367432,189
nm1990467,1,5.699999809265137,36
nm2786338,1,8.399999618530273,15
nm13034656,1,8.5,11
nm13405366,1,7.599999904632568,20
nm10106504,1,2.5,1051
nm9887464,1,6.699999809265137,493
nm11568667,3,7.333333333333333,70
nm10452642,1,5.099999904632568,70
nm13404706,1,7.300000190734863,106
nm0470389,1,7.099999904632568,15
nm13415120,1,6.900000095367432,182
nm13415311,1,8.699999809265137,13
nm5475504,1,8.199999809265137,26
nm0406267,1,7.800000190734863,9
nm13423836,1,6.199999809265137,73
nm13423852,1,6.699999809265137,11
nm0628886,2,6.5,26
nm8083218,1,4.800000190734863,12
nm13428019,1,7.400000095367432,22
nm8010254,1,5.300000190734863,22
nm1402203,1,6.0,1474
nm3069855,1,6.300000190734863,7
nm0580669,1,9.300000190734863,35
nm13431797,1,5.800000190734863,189
nm10198784,1,6.099999904632568,10
nm2336267,2,6.0,17
nm4143166,1,4.5,153
nm3567438,1,5.099999904632568,123
nm7419793,1,7.0,237
nm0690803,1,8.399999618530273,13
nm1608785,1,8.199999809265137,8
nm14486088,1,9.699999809265137,42
nm7843107,1,7.400000095367432,601
nm9993694,2,8.799999713897705,57
nm1483336,1,5.800000190734863,379
nm3598524,1,7.5,103
nm0335120,1,8.100000381469727,122
nm1701239,4,7.375,87
nm9057519,1,8.399999618530273,7
nm1793079,1,7.099999904632568,246096
nm4266685,1,5.400000095367432,134
nm13457196,1,4.099999904632568,18
nm3415432,1,6.099999904632568,1311
nm10953723,1,4.300000190734863,7
nm8261855,1,7.400000095367432,30
nm8148093,2,2.649999976158142,182
nm5928382,1,7.0,3070
nm7470606,1,6.5,15
nm7269946,1,8.899999618530273,18
nm13472206,1,7.800000190734863,7
nm9477465,1,5.699999809265137,9
nm1487754,2,6.150000095367432,175
nm9807394,1,6.400000095367432,30
nm3211699,1,6.900000095367432,31
nm16594624,1,5.099999904632568,17
nm5958776,2,5.8999998569488525,469
nm0956431,1,7.400000095367432,9
nm5013322,1,5.900000095367432,107
nm0443411,1,7.099999904632568,56
nm0716343,2,6.5,2886
nm13502847,1,8.100000381469727,9
nm7784733,1,5.0,78
nm13505813,1,6.5,62
nm0851452,2,7.299999952316284,38
nm2257999,1,6.400000095367432,68
nm5472313,1,4.199999809265137,19
nm10376867,1,6.900000095367432,9
nm13534053,1,6.699999809265137,7
nm13535811,1,6.699999809265137,71
nm13837943,1,6.599999904632568,4295
nm4138471,2,7.0,16
nm5224912,1,8.5,25
nm1636656,2,8.299999713897705,66
nm3986921,1,4.699999809265137,29
nm8191374,1,4.099999904632568,11
nm1132447,1,5.800000190734863,3254
nm0512053,1,5.599999904632568,214
nm3051220,1,6.400000095367432,53
nm11959477,1,7.5,116
nm13553245,1,5.599999904632568,35
nm3319322,2,7.75,47
nm9771295,1,7.599999904632568,39
nm9678427,1,6.599999904632568,9
nm5205119,1,6.699999809265137,27
nm13571644,2,7.749999761581421,138
nm0831457,1,5.300000190734863,47
nm4876612,1,7.199999809265137,26
nm2780133,1,6.0,29
nm0742659,1,6.5,99
nm13584902,2,7.049999952316284,1083
nm1145920,2,8.149999856948853,103
nm1919741,1,6.800000190734863,401
nm3801809,1,7.5,165
nm13593964,1,4.699999809265137,87
nm7645481,1,6.900000095367432,111
nm4122690,1,4.400000095367432,19
nm4933376,1,9.699999809265137,30
nm0104843,1,7.599999904632568,372
nm4967124,1,5.0,35
nm13602161,3,8.166666666666666,20
nm16937271,1,6.300000190734863,21
nm5411520,1,7.300000190734863,77
nm9933207,1,4.699999809265137,8
nm2502083,1,7.199999809265137,63
nm13607640,1,9.100000381469727,10
nm3324609,1,6.099999904632568,447
nm9856617,1,4.599999904632568,11
nm0375271,2,5.200000047683716,18
nm2680143,1,5.300000190734863,185
nm12735441,1,8.899999618530273,10
nm5337339,1,5.5,38
nm0938939,1,6.300000190734863,32
nm9253691,1,6.199999809265137,65
nm13620266,1,3.5,14
nm1840064,1,5.900000095367432,1008
nm0770355,1,7.900000095367432,54
nm6475030,1,4.900000095367432,231
nm5604448,1,3.299999952316284,57
nm0773272,1,6.5,7
nm0137134,2,6.799999952316284,30
nm1634730,1,6.5,18
nm4224481,1,7.400000095367432,201
nm13640048,1,5.199999809265137,6
nm0053613,2,6.349999904632568,1196
nm2433893,1,6.900000095367432,10977
nm3713460,1,7.400000095367432,27
nm8634296,1,4.699999809265137,33
nm2651387,1,4.699999809265137,331
nm5278438,1,6.599999904632568,12
nm0906312,1,7.099999904632568,8
nm12304707,1,8.699999809265137,12
nm1410989,2,4.599999904632568,1950
nm2151665,1,8.5,13
nm3353743,1,7.900000095367432,18
nm3042028,1,6.0,25473
nm3943006,3,6.0,324
nm9470144,2,4.599999904632568,189
nm10448844,2,4.149999976158142,283
nm1930927,1,5.900000095367432,168
nm7826517,1,5.0,198
nm2472873,1,7.5,34
nm3608673,1,3.200000047683716,13
nm3929133,1,6.099999904632568,564
nm11058343,1,9.300000190734863,16
nm12754947,1,4.599999904632568,57
nm1159526,1,8.0,13
nm9146701,2,8.199999809265137,64
nm4221836,1,5.300000190734863,42
nm3573890,1,6.699999809265137,943
nm0396612,1,7.300000190734863,68
nm2947826,3,5.6333333651224775,294
nm5458499,2,6.0,123
nm5021504,1,6.0,100
nm13715629,1,6.0,306
nm2080959,1,5.900000095367432,52
nm1662693,1,9.300000190734863,524
nm5416981,1,6.099999904632568,313
nm1369715,1,5.0,1415
nm4627985,3,6.599999904632568,477
nm0093232,1,5.800000190734863,464
nm4371865,1,4.599999904632568,12
nm7655589,1,8.699999809265137,10
nm8762031,2,8.25,35
nm11356011,1,6.199999809265137,14
nm13747907,1,4.0,116
nm13746207,1,4.900000095367432,249
nm2408324,1,7.199999809265137,20
nm7823374,2,6.349999904632568,87
nm0638189,1,6.400000095367432,63
nm9023630,1,8.0,90
nm4668716,1,6.699999809265137,79
nm1763634,1,8.800000190734863,14
nm6102773,1,6.599999904632568,9
nm7058262,1,9.0,11
nm0939557,1,5.300000190734863,39
nm3578335,1,5.699999809265137,67
nm7287591,1,4.800000190734863,538
nm10128240,2,4.0,492
nm1037507,1,6.699999809265137,89
nm2834874,1,6.300000190734863,973
nm1184336,1,5.300000190734863,106
nm13790395,1,8.800000190734863,9
nm5665870,1,6.800000190734863,12
nm5545131,1,6.400000095367432,15
nm4449173,1,8.0,13
nm5407622,1,9.699999809265137,35
nm4470752,1,6.099999904632568,25
nm11090012,1,6.0,53
nm10390339,1,8.100000381469727,7
nm1142073,1,4.599999904632568,5476
nm5796019,1,7.599999904632568,425
nm3680942,1,6.199999809265137,44
nm0002492,1,3.700000047683716,8
nm12609516,1,6.800000190734863,5
nm9675235,1,5.400000095367432,126
nm4040325,2,6.599999904632568,1314
nm3614234,1,4.0,144
nm3368306,1,6.5,161
nm7931893,1,7.900000095367432,8
nm4793919,1,7.300000190734863,21
nm12737751,3,7.5333333015441895,70
nm5150276,1,5.699999809265137,36
nm5111893,1,7.0,65
nm0781673,1,5.099999904632568,1982
nm3795884,1,9.800000190734863,10
nm13834891,1,7.900000095367432,1324
nm1451399,1,7.400000095367432,772
nm6662430,1,6.099999904632568,88
nm6059668,1,7.599999904632568,12
nm2635383,1,8.100000381469727,15
nm1530431,1,6.5,20275
nm15176828,1,7.300000190734863,2342
nm2753071,1,6.099999904632568,1345
nm5943474,2,8.799999713897705,3731
nm3368778,1,6.300000190734863,130
nm4310208,1,6.300000190734863,7
nm2898138,3,4.4666666984558105,137
nm2853069,1,6.300000190734863,24023
nm5426754,1,6.099999904632568,15
nm11477909,3,6.100000063578288,3398
nm11516495,4,4.800000011920929,1032
nm4476748,1,6.5,18
nm6846772,1,8.699999809265137,158
nm3595479,1,5.900000095367432,104
nm1837961,1,6.800000190734863,695
nm5129118,1,8.399999618530273,6
nm4352188,1,6.0,701
nm4806426,1,7.900000095367432,53
nm13876231,1,8.199999809265137,13
nm0954704,1,6.199999809265137,379
nm5230175,1,7.599999904632568,42
nm7653787,1,4.800000190734863,1613
nm3653470,1,6.199999809265137,179
nm3349479,1,5.900000095367432,3972
nm8851914,1,7.5,90
nm1271233,2,6.0,342
nm8513947,1,7.599999904632568,159
nm0016263,1,6.800000190734863,934
nm1618917,1,7.199999809265137,5069
nm10614623,2,5.8500001430511475,1416
nm4975931,1,6.0,37
nm13899993,1,5.099999904632568,22
nm1337624,1,7.699999809265137,51
nm2402317,1,7.199999809265137,12
nm13906591,1,8.199999809265137,16
nm0859108,1,7.199999809265137,31
nm0727930,1,7.199999809265137,7
nm1225921,1,5.0,10073
nm13914297,2,5.049999952316284,153
nm2628980,1,5.5,173
nm9323057,2,6.75,924
nm2264700,2,5.8999998569488525,123
nm6904951,1,4.599999904632568,115
nm13727902,1,5.0,10
nm12628410,1,7.0,1156
nm1550471,1,4.599999904632568,1028
nm13937140,1,7.300000190734863,6
nm13945106,1,6.599999904632568,12
nm6227104,1,7.400000095367432,19
nm2380044,1,5.900000095367432,29
nm6392232,1,7.099999904632568,144
nm1706767,1,7.699999809265137,18556
nm15751298,1,7.400000095367432,7
nm13952377,1,7.400000095367432,7
nm3060183,1,5.599999904632568,42
nm10489537,1,4.199999809265137,121
nm13955174,1,6.699999809265137,2059
nm13955337,1,6.0,8
nm0644368,2,8.300000190734863,20
nm13958934,1,6.699999809265137,1228
nm5794652,1,5.699999809265137,421
nm0735162,2,5.75,34
nm13963364,1,5.900000095367432,26
nm13605155,1,7.199999809265137,10
nm3008682,1,5.5,22
nm2639032,1,5.0,1753
nm13972005,1,7.400000095367432,9
nm4805115,1,6.5,1355
nm6214951,1,7.900000095367432,221
nm0328126,2,5.6499998569488525,49644
nm5057444,2,4.3999998569488525,33534
nm1322293,1,5.5,233
nm2025290,1,6.400000095367432,487
nm13225336,1,8.0,60
nm0755495,1,6.300000190734863,28
nm4372072,1,6.699999809265137,76
nm8269054,1,6.599999904632568,11
nm7856969,1,6.400000095367432,41
nm0333719,1,4.5,171
nm5493457,1,6.199999809265137,54
nm11954633,1,8.899999618530273,16
nm5674619,1,3.9000000953674316,426
nm5614206,1,6.400000095367432,221
nm1534694,1,7.400000095367432,41
nm11252125,1,6.5,8
nm5757388,1,7.199999809265137,140
nm14013679,1,8.899999618530273,15
nm0626896,1,9.800000190734863,67
nm0303933,1,9.300000190734863,18
nm1819025,4,6.149999976158142,77
nm1324517,1,7.400000095367432,20
nm1317262,2,6.1000001430511475,15162
nm0676080,2,6.75,37
nm6085626,1,6.800000190734863,1018
nm8309426,2,5.450000047683716,84
nm7796643,1,7.0,53
nm0001068,2,6.450000047683716,85543
nm10732121,1,9.5,11
nm8183675,1,7.800000190734863,8
nm7087803,1,9.0,6
nm5796371,1,3.5,620
nm6367579,1,5.300000190734863,20
nm11227474,1,8.100000381469727,1102
nm1535812,1,7.300000190734863,412
nm3579551,1,6.300000190734863,13
nm7349207,1,6.400000095367432,161
nm10428966,1,3.5999999046325684,6
nm1274152,1,5.300000190734863,2547
nm1216773,2,5.200000047683716,1467
nm4745157,1,6.0,41
nm4431631,2,4.050000071525574,16
nm10104498,1,9.0,9
nm7935337,1,8.0,9
nm14093436,3,4.733333428700765,31
nm3390821,1,8.399999618530273,10
nm5772480,1,8.699999809265137,24
nm9732680,1,5.599999904632568,1753
nm0010395,1,6.599999904632568,64
nm3609341,2,4.700000047683716,710
nm1319990,2,4.199999928474426,347
nm14098636,1,5.400000095367432,8
nm10068365,1,8.600000381469727,14
nm8839693,1,8.699999809265137,30
nm3300142,1,6.599999904632568,49
nm3974028,1,5.699999809265137,31
nm0071611,2,7.5,511
nm4138214,1,7.099999904632568,13
nm1533000,1,5.400000095367432,54
nm2795590,1,7.400000095367432,63
nm0026160,1,6.900000095367432,12
nm10288120,1,9.399999618530273,26
nm2374741,1,6.800000190734863,76
nm8291320,1,7.099999904632568,1457
nm5516993,2,6.799999952316284,58
nm10340586,1,5.5,1131
nm10190750,1,7.199999809265137,15
nm8819942,1,7.0,1625
nm1502118,1,7.0,66
nm0784911,1,6.900000095367432,165
nm0006684,1,4.5,54
nm11878879,1,9.300000190734863,10
nm8504664,1,6.300000190734863,54
nm7564995,1,7.800000190734863,7
nm2800845,1,6.0,83
nm12317784,1,9.399999618530273,551
nm9878237,1,3.799999952316284,182
nm0754628,1,8.399999618530273,14
nm6539614,1,7.900000095367432,22
nm0513790,1,5.800000190734863,43
nm0645974,1,4.699999809265137,8
nm14156050,1,6.300000190734863,73
nm0648209,1,6.699999809265137,27
nm9734896,1,7.400000095367432,8819
nm14159559,1,9.399999618530273,10
nm1193959,1,5.0,261
nm14161437,1,9.0,39
nm5753328,1,7.300000190734863,33
nm8867870,2,7.0,89
nm5088725,1,8.0,73
nm2975114,1,2.200000047683716,81
nm14172617,1,7.800000190734863,11
nm12597618,1,6.400000095367432,7
nm11636084,1,3.4000000953674316,428
nm13952441,4,5.824999928474426,153
nm9411600,1,7.5,85
nm1547879,1,6.199999809265137,53
nm6484954,2,8.500000238418579,408
nm0825877,1,8.0,13
nm2770509,1,6.0,168
nm4716316,1,4.699999809265137,43
nm8562898,1,7.300000190734863,68
nm17167397,1,5.900000095367432,17
nm4133197,1,2.200000047683716,145
nm4341478,1,6.699999809265137,14
nm1767178,1,4.699999809265137,82
nm3137831,1,5.099999904632568,153
nm4775020,1,5.5,17
nm14198433,1,4.800000190734863,35
nm2216019,1,6.800000190734863,14
nm7769475,1,4.5,15
nm3843487,1,7.699999809265137,14
nm5521189,1,7.699999809265137,10
nm0726638,1,5.099999904632568,18936
nm3843722,1,7.400000095367432,18
nm1264094,1,6.400000095367432,69
nm9253225,1,9.300000190734863,17
nm6603169,1,4.800000190734863,157
nm6852255,1,7.5,110489
nm2677353,1,5.800000190734863,42
nm14230220,1,7.199999809265137,37
nm1350461,1,7.300000190734863,946
nm14241482,1,8.100000381469727,10
nm13765689,1,9.100000381469727,38
nm7528885,1,5.699999809265137,117
nm1321891,2,4.5,850
nm7061218,1,9.199999809265137,17
nm0117879,1,7.199999809265137,85
nm6179964,1,9.5,88
nm2306906,1,7.400000095367432,142
nm0254178,1,7.800000190734863,17428
nm2421877,1,4.699999809265137,115
nm2310286,1,6.0,1207
nm6104784,1,4.5,1195
nm8682602,1,4.900000095367432,19
nm10369587,1,9.0,20
nm0459940,1,8.0,15
nm14284959,1,9.600000381469727,58
nm4201549,1,6.599999904632568,6
nm6112370,2,7.75,34
nm14289821,1,8.0,10
nm16360842,1,8.0,10
nm8914821,1,8.899999618530273,68
nm4905018,1,6.900000095367432,14
nm5817232,1,7.199999809265137,965
nm0208072,1,7.199999809265137,78
nm14299974,1,7.5,2076
nm2295474,1,3.299999952316284,180
nm7886426,1,7.099999904632568,11
nm11404456,1,4.300000190734863,99
nm14311693,1,8.600000381469727,20
nm13505288,1,6.800000190734863,2545
nm0380831,1,7.5,4315
nm1772770,1,8.399999618530273,34
nm0442810,1,7.5,70
nm3618768,1,7.199999809265137,136
nm10296537,1,5.300000190734863,1439
nm2968527,1,5.300000190734863,72
nm1888353,1,5.699999809265137,104
nm1275742,1,3.799999952316284,45
nm2426758,1,3.5,12
nm14334128,1,7.199999809265137,21
nm12732327,1,8.5,102
nm2183022,1,6.400000095367432,83
nm0495536,2,5.25,605
nm2040169,1,5.800000190734863,39303
nm1571584,1,5.099999904632568,238
nm13954270,1,8.100000381469727,58
nm2518118,2,7.900000095367432,12779
nm13965428,1,9.800000190734863,18
nm8385944,2,7.299999952316284,84
nm14391070,1,7.599999904632568,18
nm7342819,2,6.299999952316284,14364
nm1288766,1,5.300000190734863,4244
nm12834468,1,9.199999809265137,29
nm8256291,1,7.300000190734863,35
nm4748651,1,7.199999809265137,1697
nm10349384,1,9.800000190734863,53
nm14430618,1,8.199999809265137,5
nm6050764,1,4.900000095367432,195
nm1694036,1,1.7000000476837158,20
nm2388781,1,8.399999618530273,6
nm0954678,1,8.5,38
nm15015891,1,5.599999904632568,27
nm4738895,1,8.0,26
nm9633325,1,7.599999904632568,190
nm0330984,1,6.300000190734863,161
nm0580727,2,4.950000047683716,928
nm12177410,4,8.424999952316284,40
nm0323239,2,6.1499998569488525,161183
nm8005406,1,7.400000095367432,445
nm14682098,1,6.0,41
nm5315351,1,6.900000095367432,404
nm6529576,1,5.800000190734863,23
nm14464103,1,6.699999809265137,119
nm7054102,1,6.900000095367432,10
nm5458473,1,6.199999809265137,6
nm1230475,1,7.199999809265137,638
nm6148915,1,9.199999809265137,14
nm1594359,1,3.799999952316284,12
nm5612802,1,6.0,78
nm3551745,2,7.150000095367432,67
nm1075006,1,5.300000190734863,233
nm12044309,1,7.400000095367432,19
nm12296322,1,4.800000190734863,7
nm0229154,1,8.699999809265137,7
nm5472571,1,7.099999904632568,21
nm9592365,4,5.849999904632568,568
nm10497105,1,6.5,149
nm11720858,1,7.300000190734863,77
nm1033205,1,6.5,221
nm3383975,1,7.099999904632568,39
nm0204934,1,8.899999618530273,12
nm7860451,1,3.0999999046325684,25
nm9577543,1,2.700000047683716,13
nm14511006,1,6.400000095367432,5
nm9204865,1,8.399999618530273,67601
nm9033305,1,7.599999904632568,9
nm1942069,1,6.099999904632568,710
nm3733150,1,7.0,45
nm3286288,1,7.0,39
nm4170843,1,8.0,13
nm8063353,1,6.599999904632568,89
nm1496027,1,3.0999999046325684,152
nm14536852,1,8.600000381469727,33
nm14536935,1,8.399999618530273,587
nm14538968,1,6.800000190734863,15
nm5826420,1,7.0,86
nm8034074,1,7.699999809265137,10
nm2954841,1,2.5999999046325684,477
nm11564076,1,8.600000381469727,20
nm14559275,1,8.899999618530273,9
nm0237876,2,7.3500001430511475,65
nm2927804,1,6.599999904632568,161
nm14560036,1,7.400000095367432,7
nm4054053,1,8.100000381469727,15
nm14562435,1,6.699999809265137,1042
nm1453827,1,6.199999809265137,254
nm2360790,1,5.900000095367432,17
nm10258085,1,9.199999809265137,13
nm14546080,1,8.0,7
nm7333832,1,7.699999809265137,76
nm12446910,1,6.099999904632568,250
nm0962729,1,4.5,13624
nm4242320,2,7.699999809265137,15731
nm0362454,1,9.0,20
nm6108920,1,4.0,31
nm14595307,1,5.199999809265137,15
nm7931977,1,8.199999809265137,19
nm11290334,1,6.400000095367432,30
nm3812893,1,9.899999618530273,10
nm5152243,1,7.5,11829
nm0053230,1,4.800000190734863,77
nm2941583,2,7.5,61
nm8370328,1,8.100000381469727,13
nm1792566,1,5.599999904632568,235
nm14597492,1,5.800000190734863,39
nm2739433,1,7.099999904632568,9
