actor_name,facebook_likes,actor_id
Darcy Donavan,640000.0,nm1261965
Matthew Ziff,260000.0,nm3556158
Krista Allen,164000.0,nm13523418
Andrew Fiscella,137000.0,nm0278767
Jimmy Bennett,87000.0,nm8963284
Michael Joiner,77000.0,nm8123743
Robin Williams,49000.0,nm5153220
Craig Stark,46000.0,nm0823149
Muse Watson,45000.0,nm0002901
Tim Holmes,44000.0,nm5148775
Johnny Depp,40000.0,nm0000136
Bella Thorne,35000.0,nm9963978
Jennifer Lawrence,34000.0,nm9599003
Sunil Narkar,34000.0,nm2357497
Ryan Gosling,33000.0,nm0331516
Chris Moss,33000.0,nm9208576
Jizelle Jade,33000.0,nm2719986
Marisa Saks,31000.0,nm3624302
Rachel Ann Mullins,31000.0,nm3334898
Mem Ferda,31000.0,nm1570873
Veronica Ferres,30000.0,nm0274704
Leonardo DiCaprio,29000.0,nm0000138
Tom Hardy,27000.0,nm9375397
Jason Statham,26000.0,nm0005458
Chris Hemsworth,26000.0,nm1165110
Jeremy Irvine,25000.0,nm14929963
Alan Rickman,25000.0,nm7529135
J.K. Simmons,24000.0,nm0799777
Paul Walker,23000.0,nm6124880
Joseph Gordon-Levitt,23000.0,nm0330687
Christian Bale,23000.0,nm0000288
Philip Seymour Hoffman,22000.0,nm0000450
Peter Dinklage,22000.0,nm0227759
Robert De Niro,22000.0,nm0000134
Vanna Bonta,21000.0,nm0095209
Robert Downey Jr.,21000.0,nm0000375
Lorraine Ziff,21000.0,nm3977675
Robert Pattinson,21000.0,nm1500155
Matt Bomer,20000.0,nm0093589
Derick Martini,20000.0,nm0553796
Natalie Portman,20000.0,nm0000204
Hugh Jackman,20000.0,nm17219985
Katherine McNamara,19000.0,nm4846068
Scarlett Johansson,19000.0,nm0424060
Benedict Cumberbatch,19000.0,nm1212722
Tom Selleck,19000.0,nm0000633
Robin Wright,18000.0,nm4849478
Zuhair Haddad,18000.0,nm0352674
Keanu Reeves,18000.0,nm0000206
Gerard Butler,18000.0,nm8424824
Denzel Washington,18000.0,nm15542621
Kevin Spacey,18000.0,nm0000228
Martin Scorsese,17000.0,nm0000217
Jim Parsons,17000.0,nm4906191
Channing Tatum,17000.0,nm1475594
Peter Capaldi,17000.0,nm14058953
Chloë Grace Moretz,17000.0,nm1631269
Kristen Stewart,17000.0,nm16618903
Ryan Reynolds,16000.0,nm5778206
Charlie Hunnam,16000.0,nm0402271
Christopher Lee,16000.0,nm9234470
Ian Somerhalder,16000.0,nm0813812
Bobbie Phillips,16000.0,nm14907760
Clint Eastwood,16000.0,nm0000142
Quentin Tarantino,16000.0,nm0000233
Jake Gyllenhaal,15000.0,nm0350453
Henry Cavill,15000.0,nm0147147
Emma Stone,15000.0,nm9615262
Tom Hanks,15000.0,nm0000158
Rex Baker,15000.0,nm13493993
Alex Pettyfer,15000.0,nm1641117
Jud Tylor,15000.0,nm0878954
Mila Kunis,15000.0,nm0005109
Bradley Cooper,14000.0,nm6100227
J.J. Abrams,14000.0,nm0009190
Liam Neeson,14000.0,nm0000553
Milla Jovovich,14000.0,nm0000170
Josh Hutcherson,14000.0,nm17212981
Kate Winslet,14000.0,nm0000701
Vin Diesel,14000.0,nm0004874
Colin Firth,14000.0,nm0000147
Al Pacino,14000.0,nm6950605
Matt Damon,13000.0,nm0000354
Bruce Willis,13000.0,nm12507900
Sylvester Stallone,13000.0,nm0000230
Eddie Redmayne,13000.0,nm1519666
Michael Fassbender,13000.0,nm1055413
Heath Ledger,13000.0,nm0005132
Gabriel Millman,13000.0,nm0589804
Bill Murray,13000.0,nm5629957
Norman Reedus,12000.0,nm15658879
Jeff Bridges,12000.0,nm6732198
Nicolas Cage,12000.0,nm0000115
Taylor Lautner,12000.0,nm14608769
Leonard Nimoy,12000.0,nm0000559
Anthony Hopkins,12000.0,nm6145332
Dwayne Johnson,12000.0,nm6058759
Steve Buscemi,12000.0,nm0000114
Woody Allen,11000.0,nm14402329
Sam Claflin,11000.0,nm3510471
Meryl Streep,11000.0,nm0000658
Harold Ramis,11000.0,nm15070900
Zooey Deschanel,11000.0,nm0221046
Harrison Ford,11000.0,nm9531247
James Franco,11000.0,nm13541036
Melissa Bolona,11000.0,nm5451383
Jason Momoa,11000.0,nm15621914
Anne Hathaway,11000.0,nm16542688
Christoph Waltz,11000.0,nm0910607
Matthew McConaughey,11000.0,nm0000190
Chris Evans,11000.0,nm6134653
Daniel Radcliffe,11000.0,nm0705356
Adam Sandler,11000.0,nm1578488
Brad Pitt,11000.0,nm0000093
Jon Lovitz,11000.0,nm0001484
Angelina Jolie Pitt,11000.0,
Morgan Freeman,11000.0,nm6783391
Alexander Skarsgård,10000.0,nm0002907
Andrew Garfield,10000.0,nm3523835
Rupert Grint,10000.0,nm0342488
Anna Kendrick,10000.0,nm2011508
Olivia Wilde,10000.0,nm12148599
Joe Komara,10000.0,nm2405035
Jensen Ackles,10000.0,nm0010075
Gary Oldman,10000.0,nm16666483
Jeremy Renner,10000.0,nm0719637
Tom Cruise,10000.0,nm0000129
Marlon Brando,10000.0,nm13489435
Will Smith,10000.0,nm6091477
William McNamara,10000.0,nm8310500
Emilia Clarke,10000.0,nm3592338
Viggo Mortensen,10000.0,nm0001557
Emma Watson,9000.0,nm8507751
Charlize Theron,9000.0,nm0000234
Shailene Woodley,8000.0,nm0940362
Will Ferrell,8000.0,nm8191764
Shah Rukh Khan,8000.0,nm6746162
Julia Roberts,8000.0,nm9661931
Logan Lerman,8000.0,nm0503567
Steven Yeun,7000.0,nm3081796
Steve Carell,7000.0,nm0136797
Naomi Watts,6000.0,nm15353174
Mackenzie Foy,6000.0,nm3237775
Eva Green,6000.0,nm1200692
Lucille Ball,6000.0,nm0000840
Jim Sturgess,5000.0,nm0836343
Aidan Turner,5000.0,nm2636108
Theo James,5000.0,nm3772243
Stephen Amell,5000.0,nm1854386
Orlando Bloom,5000.0,nm0089217
Bob Hoskins,5000.0,nm10583909
Jet Li,5000.0,nm0001472
Sarah Michelle Gellar,4000.0,nm0001264
Jordana Brewster,4000.0,nm0108287
Jon Hamm,4000.0,nm13909298
Jon Favreau,4000.0,nm8157162
Kirsten Dunst,4000.0,nm0000379
Hayden Christensen,4000.0,nm0159789
Lauren Cohan,4000.0,nm1659348
Salma Hayek,4000.0,nm0000161
George Kennedy,3000.0,nm5746572
Adam Scott,3000.0,nm6074547
Ryan Guzman,3000.0,nm4554428
Bailee Madison,3000.0,nm1933128
Colin O'Donoghue,3000.0,nm1524440
Katrina Kaif,3000.0,nm1229940
Don Cheadle,3000.0,nm0000332
Djimon Hounsou,3000.0,nm0005023
Macaulay Culkin,3000.0,nm0000346
Ty Burrell,3000.0,nm0123092
Brendan Fraser,3000.0,nm0000409
Julie Benz,3000.0,nm0004748
Carol Ann Susi,3000.0,nm0839836
Christopher Meloni,3000.0,nm0005221
Rami Malek,3000.0,nm1785339
Rufus Sewell,3000.0,nm0001722
Bryce Dallas Howard,3000.0,nm0397171
Jennifer Garner,3000.0,nm4216726
Tom Welling,3000.0,nm0919991
Mia Wasikowska,3000.0,nm1985859
Justin Timberlake,3000.0,nm0005493
Seth MacFarlane,3000.0,nm0532235
Robert Duvall,3000.0,nm3443324
Brighton Sharbino,3000.0,nm3276835
Ezra Miller,3000.0,nm3009232
Haley Joel Osment,3000.0,nm0005286
Dominic Cooper,3000.0,nm7537300
Alyson Hannigan,3000.0,nm0004989
Leighton Meester,3000.0,nm1015262
Rosario Dawson,3000.0,nm0206257
Matt Smith,2000.0,nm8793193
Sharlto Copley,2000.0,nm1663205
Jamie Lee Curtis,2000.0,nm0000130
Alyson Stoner,2000.0,nm1351987
Billy Burke,2000.0,nm9594380
Jurnee Smollett-Bell,2000.0,
Beau Mirchoff,2000.0,nm2155525
Judy Greer,2000.0,nm0339460
Demi Moore,2000.0,nm0000193
Ron Howard,2000.0,nm6038660
Michiel Huisman,2000.0,nm0401264
Michael Jai White,2000.0,nm0925220
Michael Emerson,2000.0,nm5385644
Ruth Wilson,2000.0,nm5716247
Michael Biehn,2000.0,nm0000299
Abbie Cornish,2000.0,nm0180411
John Stamos,2000.0,nm12153448
Mike Vogel,2000.0,nm9293387
Samantha Barks,2000.0,nm2885819
Matthew Broderick,2000.0,nm1471173
Dennis Quaid,2000.0,nm14849612
Adam Baldwin,2000.0,nm5405241
Ming-Na Wen,2000.0,nm0001840
Sheryl Lee,2000.0,nm10564167
Miranda Cosgrove,2000.0,nm1388927
Dominic Monaghan,2000.0,nm0597480
Jaymes Butler,2000.0,nm0124964
Donny Boaz,2000.0,nm1485940
Matthew Perry,2000.0,nm5745016
Natascha McElhone,2000.0,nm0001523
Christian Monzon,2000.0,nm1480118
Topher Grace,2000.0,nm0333410
Bojana Novakovic,2000.0,nm0636942
Alexa PenaVega,2000.0,nm0891786
Hayley Atwell,2000.0,nm2017943
Olivia Munn,2000.0,nm1601397
Humphrey Bogart,2000.0,nm0000007
Hunter Parrish,2000.0,nm5895956
Eric Dane,2000.0,nm7079499
Noel Gugliemi,2000.0,nm16399154
Linda Cardellini,2000.0,nm0004802
Alan D. Purwin,2000.0,nm0701042
Lea Michele,2000.0,nm0584951
Quvenzhané Wallis,2000.0,nm4832920
Ioan Gruffudd,2000.0,nm0344435
Kevin Zegers,2000.0,nm0954225
Odeya Rush,2000.0,nm3843467
Emir Kusturica,2000.0,nm0001437
Alison Brie,2000.0,nm1555340
Tina Fey,2000.0,nm16872590
Toby Jones,2000.0,nm9722451
Kelly Macdonald,2000.0,nm4050118
Frank Welker,2000.0,nm16562247
Peter Cushing,1000.0,nm12229811
Leslie Bibb,1000.0,nm0004753
John Abraham,1000.0,nm5709338
Michaela Conlin,1000.0,nm0174819
Roger Rees,1000.0,nm0715953
Britney Spears,1000.0,nm0005453
Johnny Pacar,1000.0,nm1067251
Robert Mitchum,1000.0,nm7454606
Lisa Ann Walter,1000.0,nm0910076
Ronald Reagan,1000.0,nm12288978
John Belushi,1000.0,nm0000004
Bernie Mac,1000.0,nm14179434
Oliver James,1000.0,nm5499815
Brenda Song,1000.0,nm0814259
Landon Liboiron,1000.0,nm2334994
Bridgit Mendler,1000.0,nm1847099
Patrick Macnee,1000.0,nm0001495
Laurence Olivier,1000.0,nm10435467
LeVar Burton,1000.0,nm0000996
John Ratzenberger,1000.0,nm7618791
John Boyega,1000.0,nm3915784
Ben Feldman,1000.0,nm7152504
LL Cool J,1000.0,nm0005112
Lea Thompson,1000.0,nm13853889
Omar Sy,1000.0,nm1082477
Oliver Platt,1000.0,nm0001624
Michael Aaron Milligan,1000.0,nm2971607
Omari Hardwick,1000.0,nm1165044
Laila Haley,1000.0,nm6722750
Natasha Lyonne,1000.0,nm0005169
Kurtwood Smith,1000.0,nm0001748
Raul Julia,1000.0,nm0000471
Maggie Siff,1000.0,nm1745019
Malese Jow,1000.0,
Mara Wilson,1000.0,nm0933798
Kevin Alejandro,1000.0,nm13783404
Burgess Meredith,1000.0,nm10408303
Anna Gunn,1000.0,nm1038963
Justin Theroux,1000.0,nm0857620
Raven-Symoné,1000.0,nm0712368
Anjelica Huston,1000.0,nm0001378
Ray Winstone,1000.0,nm3127853
Birgitte Hjort Sørensen,1000.0,nm2171898
Busy Philipps,1000.0,nm0005311
Rich Pecci,1000.0,nm1667264
CCH Pounder,1000.0,nm0001634
Cameron Monaghan,1000.0,nm1185747
Mark Margolis,1000.0,nm9187418
Julian Morris,1000.0,nm6913438
Madeline Kahn,1000.0,nm14605210
Kristin Scott Thomas,1000.0,nm0000218
Kieran Culkin,1000.0,nm0001085
Bill Duke,1000.0,nm6929787
Peter Mensah,1000.0,nm2927222
Brooke Shields,1000.0,nm0000222
Jorge Garcia,1000.0,nm5735120
Cary-Hiroyuki Tagawa,1000.0,nm0846480
Boris Kodjoe,1000.0,nm0462673
Madeline Carroll,1000.0,nm1630992
Angus T. Jones,1000.0,nm0427489
Joshua Mikel,1000.0,nm2282254
Josh Charles,1000.0,nm6472070
Josh Gad,1000.0,nm1265802
Mel Blanc,1000.0,nm0000305
Rita Hayworth,1000.0,nm0000028
Mekhi Phifer,1000.0,nm10880459
Mireille Enos,1000.0,nm0257969
Qi Shu,1000.0,
Olivia Newton-John,1000.0,nm0000556
50 Cent,1000.0,nm1265067
Holly Hunter,1000.0,nm9961761
Tia Carrere,1000.0,nm0000119
Goran Visnjic,1000.0,nm0899681
Greg Nicotero,1000.0,nm15667601
Clint Howard,1000.0,nm16280391
Joel Courtney,1000.0,nm1525807
Hannah Murray,1000.0,nm8354509
Clea DuVall,1000.0,nm0245112
Taylor Negron,1000.0,nm0624510
Harold Perrineau,1000.0,nm0674782
Alexander Gould,1000.0,nm1071252
Alexandra Breckenridge,1000.0,nm1020036
Hedy Lamarr,1000.0,nm0001443
Takashi Miike,1000.0,nm0586281
Daniel Sharman,1000.0,nm1528476
Ian McDiarmid,1000.0,nm0001519
Sullivan Stapleton,1000.0,nm4296886
Devin Ratray,1000.0,nm0711864
Alfie Allen,1000.0,nm10259133
Abigail Spencer,1000.0,nm0817844
Alfre Woodard,1000.0,nm0005569
Alfred Enoch,1000.0,nm0257917
Iko Uwais,1000.0,nm3299397
Alice Braga,1000.0,nm0103797
Steven Anthony Lawrence,1000.0,nm0493037
Christopher Masterson,1000.0,nm6660873
Christopher Lambert,1000.0,nm5784030
Steve Coogan,1000.0,nm0176869
Stephen Graham,1000.0,nm8794812
Stephanie Szostak,1000.0,nm1210895
Spencer Wilding,1000.0,nm1872855
Gillian White,1000.0,nm7340168
Alden Ehrenreich,1000.0,nm2403277
Alison Lohman,1000.0,nm0517844
Gary Dourdan,1000.0,nm0235427
Drake Bell,1000.0,nm0068166
Dylan Minnette,1000.0,nm1910255
Dania Ramirez,1000.0,nm1268158
Dane Cook,1000.0,nm0176981
Vic Waghorn,1000.0,nm4880315
Dorian Missick,1000.0,nm0592923
Dan Byrd,1000.0,nm5467782
Vanessa Williams,1000.0,nm6134145
Eileen Brennan,1000.0,nm6116314
Danielle Kotch,1000.0,nm2714832
Elena Anaya,1000.0,nm7111676
Elizabeth Montgomery,1000.0,nm9838721
Ellen Burstyn,1000.0,nm0000995
Tye Sheridan,1000.0,nm4446467
Emily Osment,1000.0,nm0652089
Emily Podleski,1000.0,nm0688022
Emmanuelle Vaugier,1000.0,nm0891275
Dominic Flores,1000.0,nm5595179
Danneel Ackles,1000.0,nm1566486
Ethan Suplee,1000.0,nm0839486
Farrah Fawcett,1000.0,nm0000396
Adam Goldberg,1000.0,nm6113185
Tommy O'Reilly,1000.0,nm4315795
Tom Wilkinson,1000.0,nm5627670
Dolly Parton,1000.0,nm0000573
Corbin Bernsen,1000.0,nm0000929
Tom Skerritt,1000.0,nm11739342
Danny Masterson,1000.0,nm0005194
Tobias Menzies,1000.0,nm0580014
Jack Davenport,1000.0,nm8527423
Daniel Roebuck,1000.0,nm0736263
Jennifer Ehle,1000.0,nm0000383
Alona Tal,1000.0,nm1775214
David Jason Perez,1000.0,nm4864897
Seychelle Gabriel,1000.0,nm2437267
David Huddleston,1000.0,nm7336805
Jason Marsden,1000.0,nm0005189
Janeane Garofalo,1000.0,nm0000413
David Oyelowo,1000.0,nm0654648
Jasper Cole,1000.0,nm15424961
Shane Black,1000.0,nm7315144
Shannon Elizabeth,1000.0,nm8614520
Javier Botet,1000.0,nm2306701
Jay Hernandez,1000.0,nm5763435
Sendhil Ramamurthy,1000.0,nm0707983
Jennifer Grey,1000.0,nm9227604
Jennifer Jason Leigh,1000.0,nm0000492
Jason Flemyng,1000.0,nm15237100
Amy Poehler,1000.0,nm0688132
David Fine,1000.0,nm4831682
Joe Mantegna,1000.0,nm9131221
Joan Rivers,1000.0,nm0001672
Christina Milian,1000.0,nm0587396
Zoë Bell,1000.0,nm1057928
Sid Haig,1000.0,nm0354085
Sam Trammell,1000.0,nm0870794
Jim Broadbent,1000.0,nm0000980
Jessica Lowndes,1000.0,nm2057726
Jesse McCartney,1000.0,nm16682821
Jeri Ryan,1000.0,nm0005394
Zach Callison,1000.0,nm2642131
James Frain,1000.0,nm6179220
Sofia Boutella,998.0,nm1154749
Gary Cooper,998.0,nm9226977
Chris Brown,997.0,nm9210351
Bérénice Bejo,996.0,nm0067367
Hector Elizondo,995.0,nm0001185
Tao Okamoto,992.0,nm5148840
Radha Mitchell,992.0,nm0593664
Bruce Greenwood,991.0,nm6532878
Joan Fontaine,991.0,nm3423354
Jason Stuart,990.0,nm13893514
Tiago Riani,989.0,nm4146141
Gary Cole,989.0,nm9193942
Common,989.0,nm0996669
Ki Hong Lee,988.0,nm3859624
Matt Frewer,986.0,nm0001242
Ashley Rickards,986.0,nm2413197
Jim Henson,985.0,nm4909291
Martin Starr,985.0,nm0771414
Ian Ziering,984.0,nm0005575
Randy Wayne,984.0,nm9305464
Brigitte Bardot,984.0,nm0000003
JoAnna Garcia Swisher,983.0,nm0305272
Katy Mixon,982.0,
Jin Akanishi,982.0,nm2064011
Ethan Embry,982.0,nm0256121
John Amos,982.0,nm7489172
Don Johnson,982.0,nm9228040
Scott Takeda,981.0,nm1956106
Kirstie Alley,980.0,nm0000263
Sasha Alexander,980.0,nm9784190
Margarita Levieva,980.0,nm1760272
Eddie Marsan,979.0,nm0550371
Chazz Palminteri,979.0,nm0001590
Craig Parker,978.0,nm3991095
Mira Sorvino,978.0,nm0000227
Violante Placido,978.0,nm0686376
Faye Dunaway,977.0,nm0001159
Trey Loney,977.0,nm3993845
Alicia Witt,976.0,nm0001860
Mary-Kate Olsen,976.0,nm0001581
Michael Rapaport,975.0,nm1206230
Jack McBrayer,975.0,nm1442113
Zachary Gordon,975.0,nm9310631
Bingbing Li,974.0,nm11361813
Joanna Lumley,973.0,nm0525921
Rainn Wilson,973.0,nm0933988
Claudia Cardinale,973.0,nm5266275
Marc Blucas,973.0,nm0089456
Adam Brown,972.0,nm8773730
James Lafferty,972.0,nm6057998
Mia Kirshner,972.0,nm0000477
Dax Flame,971.0,nm3967702
Elizabeth Daily,971.0,nm16453827
Kate Upton,971.0,nm4478322
Zach Gilford,971.0,nm1472917
Emma Caulfield,970.0,nm11153878
Melissa Benoist,970.0,nm2552034
Bill Cobbs,970.0,nm0167850
Lindsay Wagner,970.0,nm9748812
Jon Heder,970.0,nm1417647
Taylor Cole,969.0,nm9077644
Lena Dunham,969.0,nm2501633
Miko Hughes,969.0,nm9202072
Ashley Williams,969.0,nm8857127
Clifton Collins Jr.,968.0,nm0004286
Alex Rocco,968.0,nm0733678
Wayne Knight,967.0,nm5706547
Dianne Wiest,967.0,nm0001848
Jenna Fischer,966.0,nm4149263
Romany Malco,966.0,nm0539082
Ranbir Kapoor,964.0,nm1633541
Catherine Deneuve,964.0,nm0000366
Sebastian Roché,964.0,nm8798064
Paz Vega,964.0,nm0891895
Michael Kelly,963.0,nm8837461
Chris Zylka,963.0,nm3024712
Zoe Kazan,963.0,nm1443740
Leonard Roberts,962.0,nm0731346
Greta Gerwig,962.0,nm1950086
Chris Noth,962.0,nm0636562
Thomas McDonell,962.0,nm2973459
Jaime King,961.0,nm0454809
Laura Ramsey,960.0,nm1377561
Lili Taylor,960.0,nm1758439
Agnes Moorehead,960.0,nm0001547
Wilford Brimley,957.0,nm0000979
John Michael Higgins,957.0,nm0383422
Ellen Albertini Dow,957.0,nm0016687
Leven Rambin,956.0,nm1628079
Tony Goldwyn,956.0,nm0001282
Sophia Myles,956.0,nm0617009
Lisa Edelstein,955.0,nm5638253
Eric Winter,954.0,nm6867782
Brian Dennehy,954.0,nm0001133
Hayley Lovitt,954.0,nm2903507
Doug E. Doug,953.0,nm0234791
America Ferrera,953.0,nm1065229
Jane Fonda,949.0,nm0000404
Jason Lewis,948.0,nm8802511
Katrina Bowden,948.0,nm2197298
Michael Angarano,947.0,nm0029400
Alan Ruck,946.0,nm0001688
Lauren Ambrose,945.0,nm7318922
Justin Kirk,945.0,nm9567395
Stockard Channing,944.0,nm0000330
Zoë Kravitz,943.0,nm2368789
Rhys Wakefield,942.0,nm1973422
Kyra Sedgwick,941.0,nm0001718
Jimmy Smits,941.0,nm0001751
Caity Lotz,941.0,nm2362068
Chris Lowell,940.0,nm8298897
Victor Webster,940.0,nm0005543
Mo'Nique,940.0,nm8617295
Martin Landau,940.0,nm0001445
Stephen Root,939.0,nm5024533
Kelvin Taylor,939.0,nm8269688
James Wolk,938.0,nm9542611
Francis Capra,937.0,nm0135584
Joel David Moore,936.0,nm0601376
Alain Delon,936.0,nm0001128
Dean Stockwell,936.0,nm13903190
Mary Lynn Rajskub,935.0,nm0707476
Kane Hodder,935.0,nm0387987
Luke Grimes,935.0,nm7364403
Kim Shaw,935.0,nm10096209
Elodie Yung,934.0,nm1392388
Frankie Muniz,934.0,nm0005260
Connie Nielsen,933.0,nm1184055
Mary McDonnell,933.0,nm9070988
Tyler James Williams,931.0,nm1927701
Erika Christensen,931.0,nm8942218
Linda Blair,931.0,nm7059380
Justin Chambers,931.0,nm9588695
Ann-Margret,931.0,nm17203635
Sarah Silverman,931.0,nm16572659
David Zayas,929.0,nm10292550
Rila Fukushima,929.0,nm3822462
Torey Michael Adkins,929.0,
Noel Clarke,928.0,nm0164929
Donald Faison,927.0,nm0265668
David Carradine,926.0,nm0001016
Clayton Snyder,925.0,nm1032795
Catherine O'Hara,925.0,nm7466489
Jackson Nicoll,925.0,nm3850986
Nolan Gerard Funk,924.0,nm1289173
Jonathan Winters,924.0,nm12941124
Jon Mack,924.0,nm13876701
Masi Oka,923.0,nm1199811
Vanessa Ferlito,923.0,nm1089685
Lori Petty,923.0,nm0001614
Dulé Hill,922.0,nm0384211
Cassandra Peterson,922.0,nm8748352
Fisher Stevens,922.0,nm15276538
Jessika Van,921.0,nm2565039
Elisabeth Harnois,921.0,nm0363699
Michael Gough,920.0,nm5180411
Josh Henderson,920.0,nm8951554
Craig Roberts,920.0,nm5713414
William Smith,919.0,nm9210850
Rosie Perez,919.0,nm15269586
Jeff Kober,919.0,nm11133493
Larry Joe Campbell,919.0,nm0132660
Thomas Kretschmann,919.0,nm0470981
Julia Ormond,919.0,nm0000566
Brandon T. Jackson,918.0,nm1040365
Katharine Isabelle,918.0,nm0410622
Jennifer Hale,918.0,nm9806632
Kyle Schmid,917.0,nm0772704
John Cassavetes,917.0,nm0001023
Drake,916.0,nm9826457
Cameron Boyce,915.0,nm6084547
Virginia Madsen,913.0,nm0000515
Dean Jones,913.0,nm9058222
Ta'Rhonda Jones,912.0,nm7055190
Judith Barsi,912.0,nm0058279
Jennifer Esposito,912.0,nm12211792
Loretta Devine,912.0,nm0222643
Michael Greyeyes,912.0,nm0340729
Benjamin Walker,911.0,nm6974254
Michael Moore,909.0,nm8776843
Leah Remini,909.0,nm0718957
Roberta Valderrama,908.0,nm0883595
Scout Taylor-Compton,908.0,nm0174021
Gustaf Skarsgård,908.0,nm0803890
Jaleel White,908.0,nm0924918
John Karyus,907.0,nm0004030
Cicely Tyson,907.0,nm0001807
Buster Keaton,907.0,nm7510105
Mhairi Calvey,906.0,nm0130860
Drew Fuller,906.0,nm7470259
Jonathan Frakes,906.0,nm0000408
Gabourey Sidibe,906.0,nm2829737
John de Lancie,905.0,nm13532251
Ari Graynor,904.0,nm0310966
Eric Stonestreet,904.0,nm0832314
Bokeem Woodbine,904.0,nm0940158
Bart the Bear,904.0,nm1212069
Frank Langella,903.0,nm0001449
Amr Waked,903.0,nm0906756
Eric Stoltz,902.0,nm12662451
Patricia Tallman,901.0,nm0848191
William Schallert,901.0,nm0769974
Judge Reinhold,901.0,nm0001662
Sarah Polley,900.0,nm2648914
Natasha Henstridge,900.0,nm0000449
Kathleen Turner,899.0,nm6743339
Valeria Golino,898.0,nm0000420
Vanessa Redgrave,898.0,nm0000603
Henry Rollins,898.0,nm0738433
Nicole Beharie,898.0,nm2718512
Viva Bianca,898.0,nm2130586
Sid Caesar,898.0,nm0128377
Jason Mewes,898.0,nm0582939
Edgar Ramírez,897.0,nm7625452
Jodi Lyn O'Keefe,897.0,nm0528715
Ed Lauter,897.0,nm0491590
Denis O'Hare,896.0,nm6672974
Glenn Morshower,894.0,nm0607703
María Valverde,893.0,nm0885472
Elizabeth Berkley,893.0,nm0000924
Minnie Driver,893.0,nm0000378
Heather Morris,892.0,nm9693063
Mark Addy,891.0,nm0004692
Raquel Elizabeth Ames,891.0,
Vivica A. Fox,890.0,nm0000407
Robert Forster,889.0,nm7033722
Bridget Fonda,889.0,nm0000403
Meghan Ory,889.0,nm0651441
Tuppence Middleton,888.0,nm3095562
Scatman Crothers,888.0,nm0001079
Heather O'Rourke,887.0,nm0001576
Shirley Henderson,887.0,nm6066713
Fred Gwynne,886.0,nm0001304
Sanaa Lathan,886.0,nm0005125
Jeffrey Combs,886.0,nm12942649
Nathan Lane,886.0,nm4777226
Chriss Anglin,885.0,nm0029890
Archie Panjabi,884.0,nm0659544
Kodi Smit-McPhee,884.0,nm2240346
Sarah Roemer,884.0,nm2105255
Irvin Kershner,883.0,nm0449984
Albert Finney,883.0,nm0001215
Barry Corbin,883.0,nm8962928
William Petersen,883.0,nm0676973
William Hurt,882.0,nm0000458
Charlie Rowe,882.0,nm9630956
Snoop Dogg,881.0,nm0004879
Johnny Cannizzaro,880.0,nm0134137
Li Gong,879.0,nm12668224
Lauren Holly,879.0,nm11255124
Monica Potter,878.0,nm0005321
Ben Browder,878.0,nm0112871
Maximilian Schell,877.0,nm0001703
Jordi Mollà,877.0,nm0003244
Emily Watson,876.0,nm5162573
Curtis Armstrong,876.0,nm0035664
Enrique Iglesias,876.0,nm6037832
Ted Danson,875.0,nm0001101
Greg Crowe,875.0,nm5457018
Isaac Hempstead Wright,874.0,nm3652842
Nadine Velazquez,874.0,nm1229204
Sissy Spacek,874.0,nm14983075
Michael Imperioli,873.0,nm0408284
Jennifer Lafleur,873.0,nm5842400
Max Ryan,872.0,nm7465108
Rebecca De Mornay,872.0,nm0000360
Barack Obama,871.0,nm12805961
Mackenzie Crook,871.0,nm17004148
Tim Conway,870.0,nm8650585
Nate Richert,870.0,nm0724921
Milos Forman,869.0,nm0001232
Jeffrey Weissman,869.0,nm0919297
Carmen Electra,869.0,nm0001182
Ice-T,867.0,nm0001384
Nicholas Lea,867.0,nm0494774
Henry Ian Cusick,866.0,nm0193738
Marcello Mastroianni,866.0,nm0000052
Josh Wingate,865.0,nm0974594
Omar Epps,865.0,nm0004898
Thomas Ian Nicholas,864.0,nm0005272
Julian Kostov,864.0,nm5441137
Montgomery Clift,862.0,nm0001050
Jarrod Bunch,862.0,nm0120349
Brittany Daniel,862.0,nm4890382
Henry Thomas,861.0,nm8836783
Tina Gilton,861.0,nm5428874
Billy West,861.0,nm5750287
Adam Alexi-Malle,860.0,nm17126860
Jeremy Shada,860.0,nm17193153
Larry David,860.0,nm6635367
Preity Zinta,860.0,
Bella Heathcote,860.0,nm2757333
Fran Drescher,859.0,nm0000376
Kelly Brook,859.0,nm14839756
Anna Silk,857.0,nm0798014
Aisha Tyler,857.0,nm0878768
Billy Boyd,857.0,nm5560732
Phil LaMarr,857.0,nm0482851
Bethany Joy Lenz,855.0,nm0502342
Shiri Appleby,855.0,nm0032375
Wes Studi,855.0,nm0836071
Jim Belushi,854.0,nm0000902
Tom Berenger,854.0,nm16032768
Lara Pulver,854.0,nm3091498
Mike Starr,854.0,nm6095287
Zoey Deutch,852.0,nm3614913
Katharine McPhee,852.0,nm9219457
Lin Shaye,852.0,nm0005417
Oprah Winfrey,852.0,nm0001856
Jada Pinkett Smith,851.0,nm0000586
Kate Walsh,850.0,nm9221612
Alexa Davalos,850.0,nm1111968
Bobby Batson,849.0,nm6702727
Sam Waterston,849.0,nm0001832
Eddie Cibrian,849.0,nm0004827
Lance Gross,849.0,nm13074118
Delroy Lindo,848.0,nm0005148
Kirk Cameron,848.0,nm9744325
