actor_name,facebook_likes,actor_id
Tom Kane,265.0,nm9539683
Ben Falcone,265.0,nm6046238
Amber Marshall,265.0,nm7265420
Martin Clunes,264.0,nm0167340
Shengyi Huang,264.0,nm1785004
Robert Amaya,264.0,nm3892002
Lee Remick,264.0,nm0001665
Aria Noelle Curzon,263.0,nm0193631
J.T. Walsh,263.0,nm0000687
Yvonne Zima,263.0,nm0956531
Mason Gamble,263.0,nm0001253
Erik Palladino,263.0,nm0005292
Raquel Alessi,263.0,nm8223025
John Cameron Mitchell,263.0,nm0593463
Kevin Scott Richardson,262.0,nm0724657
Richard Farnsworth,262.0,nm0002070
Akon,262.0,nm1868102
Tom Guiry,262.0,nm0347509
Jordana Spiro,262.0,nm0819079
Jess Harnell,262.0,nm0363641
Joe Cocker,262.0,nm0168312
Zachary Knighton,262.0,nm0461149
Vince Vieluf,261.0,nm0896735
Lateef Crowder,261.0,nm1956628
Miriam Shor,261.0,nm0794896
Joey Fatone,261.0,nm0004909
Gil Bellows,261.0,nm0004743
Carly Schroeder,261.0,nm0775455
Ian Hart,261.0,nm6716052
Katherine Parkinson,261.0,nm16554262
Emily Baldoni,261.0,nm2032150
Christo Jivkov,260.0,nm0998941
Jason Wiles,260.0,nm0005556
Harry Treadaway,260.0,nm2016685
Matt Servitto,260.0,nm0785854
Louise Brealey,260.0,nm6023271
Paul Dooley,260.0,nm8247607
Tim Guinee,259.0,nm0347375
Jessica Raine,259.0,nm3565962
Adam Butcher,259.0,nm9813663
Lee J. Cobb,259.0,nm0002011
Flint Beverage,259.0,nm1630956
Melanie Papalia,259.0,nm1750524
Lynn Redgrave,258.0,nm0001655
Bhavkhandan Singh Rakhra,258.0,nm3618691
Craig Fairbrass,258.0,nm17068002
Ben Chaplin,258.0,nm13457453
Suzie Steen,258.0,nm0824800
Karolina Wydra,258.0,nm2764521
Celia Weston,258.0,nm0922927
Mark Christopher Lawrence,258.0,nm14908025
Luke Edwards,258.0,nm4489983
Marcel Iures,258.0,nm0411903
Arly Jover,258.0,nm0431332
Trent Ford,258.0,nm15347318
Byron Mann,258.0,nm2870727
John Hillerman,258.0,nm0384916
Tony Devon,257.0,nm0222881
Ben Crompton,257.0,nm7442562
Anna Karina,257.0,nm0439344
Vic Morrow,257.0,nm0607558
Sarita Choudhury,257.0,nm0002004
Jane Curtin,257.0,nm15692962
Rick Fox,256.0,nm7516125
Maile Flanagan,256.0,nm0281068
Tamara Glynn,256.0,nm0323372
Warren Brown,256.0,nm8961369
Hallee Hirsh,256.0,nm0386645
Jay O. Sanders,256.0,nm0761587
Hope Olaide Wilson,256.0,
Matt Craven,256.0,nm8636190
Cullen Douglas,256.0,nm9397847
Ken Takakura,255.0,nm16541364
Randall 'Tex' Cobb,255.0,nm0002012
Ron Lester,255.0,nm5048833
Paul Winfield,255.0,nm7411298
Eva Marcille,255.0,nm1813440
Zena Grey,255.0,nm0340720
John Forsythe,255.0,nm5446356
Aleksa Palladino,255.0,nm0657760
A.J. Langer,254.0,nm0486277
Jeff Perry,254.0,nm9401970
Fares Fares,254.0,nm13741777
Cynthia Watros,254.0,nm0914475
Doug Brochu,254.0,nm2377821
Dan Futterman,254.0,nm0001246
Burl Ives,253.0,nm0412322
Fiona Dourif,253.0,nm1875040
Michael Mosley,253.0,nm7483522
Andrea Frankle,253.0,nm1683193
Bob Hastings,253.0,nm0368561
Gage Golightly,253.0,nm1463605
John Fiedler,253.0,nm2643792
Mackenzie Gray,253.0,nm5619883
Maia Morgenstern,252.0,nm0411581
Eddie 'Piolin' Sotelo,252.0,nm1655358
Ben Miller,252.0,nm8774896
Christopher Evan Welch,252.0,nm0919525
Julianne Gabert,252.0,nm2023647
Matthew R. Anderson,252.0,nm0027164
Melinda Dillon,252.0,nm0227039
Brian Dietzen,251.0,nm1145177
Carol Sutton,251.0,nm0840285
Rosie O'Donnell,251.0,nm0005280
Dennis L.A. White,251.0,nm1436194
Perry King,251.0,nm8140294
Henry Silva,251.0,nm0798328
James Patrick Stuart,251.0,nm0835722
Sergi López,250.0,nm3427902
Isabelle Nélisse,250.0,nm4719471
Purva Bedi,250.0,nm0066072
Sarah Lancashire,250.0,nm0484104
Kenneth Mitchell,250.0,nm6107397
Tiffany Dupont,249.0,nm1520988
Denholm Elliott,249.0,nm0001186
John Gielgud,249.0,nm9610302
Anne Archer,249.0,nm13201428
Marla Gibbs,249.0,nm0004958
George Harris,249.0,nm5481381
Lindsey Haun,249.0,nm0369424
Richard Beymer,249.0,nm16528371
June Diane Raphael,249.0,nm2053085
Mary Goggin,249.0,nm1223931
Wendy Crewson,249.0,nm0187724
Lainie Kazan,249.0,nm0443577
Michael Wright,249.0,nm8799455
Jamie Hector,248.0,nm9650473
Kevin J. O'Connor,248.0,nm9735631
Thomas Mitchell,248.0,nm9209392
Shelley Waggener,248.0,nm3388331
Tiffany Thornton,248.0,nm6584441
Jack Plotnick,248.0,nm0687443
Matt Ross,248.0,nm5495937
Ryan Carnes,248.0,nm8860523
Paula Jai Parker,247.0,nm0005294
Hugh O'Brian,247.0,nm0639385
Alexandra Callas,247.0,nm15605440
Shane Dawson,247.0,nm6621830
Steve Railsback,246.0,nm0706883
Neil Maskell,246.0,nm0556453
William Hickey,246.0,nm1653648
Zach Grenier,246.0,nm7919759
Angelo Tsarouchas,246.0,nm13875760
Bernard Fox,246.0,nm3126947
Bonnie Somerville,246.0,nm0813887
Billy Gardell,245.0,nm0974080
John D'Leo,245.0,nm2649720
Jason Burkey,245.0,nm3600327
Sonja Sohn,245.0,nm0812308
Jenni Rivera,245.0,nm1648381
Cheri Oteri,244.0,nm0652783
Chelcie Ross,244.0,nm0743304
Howard Keel,244.0,nm0444476
Desmond Llewelyn,244.0,nm0005155
Bruce Vilanch,244.0,nm0897358
Theodore Bikel,244.0,nm0000942
Theresa Randle,244.0,nm0005337
Miranda July,244.0,nm0432380
Paul McGann,243.0,nm8129991
Irene Papas,243.0,nm0660327
Ti West,243.0,nm1488800
Penn Jillette,243.0,nm0422710
Theresa Russell,243.0,nm9159394
Cherry Jones,242.0,nm2227355
L.Q. Jones,242.0,nm0428618
Danny Nucci,242.0,nm0001572
Hakeem Kae-Kazim,242.0,nm0434444
Amy Hill,242.0,nm9740607
Paolo Montalban,242.0,nm6815438
Simon Woods,241.0,nm4184634
John Ashton,241.0,nm5145513
Haluk Bilginer,241.0,nm0082211
Jay Leno,241.0,nm11787557
Michael Papajohn,241.0,nm0660244
Clive Russell,241.0,nm9623895
Richard Roundtree,240.0,nm0745780
Chris Barrie,240.0,nm13787552
Rosa Salazar,240.0,nm8684858
Michael DeLorenzo,240.0,nm0217716
Eric Cantona,240.0,
Monique Gabriela Curnen,240.0,nm1010931
Amanda Detmer,240.0,nm0221902
James Tupper,240.0,nm0876805
Sydney Penny,240.0,nm6688951
Peter Ostrum,240.0,nm0652578
Glenn Plummer,240.0,nm0687625
Firass Dirani,239.0,nm0228163
Simon Callow,239.0,nm0001003
Rollo Weeks,239.0,nm0917353
Rhonda Fleming,239.0,nm10451528
Shauna Macdonald,239.0,nm0531932
Hudson Leick,239.0,nm16319367
Ruby Jerins,238.0,nm2157839
Michael O'Keefe,238.0,nm8986775
Michael Cerveris,238.0,nm0148964
Aden Young,238.0,nm0949237
Barbara Bach,238.0,nm3608889
Jack McGee,238.0,nm9430094
Al Sapienza,238.0,nm0002326
Fredro Starr,237.0,nm0823507
Kate Capshaw,237.0,nm0001009
Rachel Crow,237.0,nm6687657
Bill Johnson,237.0,nm9211584
Mel Rodriguez,237.0,nm8684222
Maïwenn,236.0,nm0494069
John Newton,236.0,nm8855773
Christina Vidal,236.0,nm3674590
Reece Ritchie,236.0,nm2201022
James Burnett,236.0,nm5725899
Noah Segan,236.0,nm0781913
Max Gail,236.0,nm0301178
Joe Viterelli,236.0,nm0899995
Jean-Marc Barr,236.0,nm4865621
Beau Knapp,236.0,nm3354041
Frederic Forrest,236.0,nm0002078
James McCaffrey,235.0,nm6287748
Carole Bouquet,235.0,nm0000962
Jesse James,235.0,nm5710413
Matt Shively,235.0,nm2397866
Scott Vance,235.0,nm5903139
Steve Bacic,235.0,nm0045584
Eve Plumb,235.0,nm0000589
Gregory Cruz,234.0,nm0190327
Valente Rodriguez,234.0,nm0735538
Steve Bastoni,234.0,nm0060561
Sean Buchanan,234.0,nm5615071
D. David Morin,234.0,nm0605514
Nona Gaye,233.0,nm0310850
Dave Sheridan,233.0,nm2670321
Joyful Drake,233.0,nm1257016
David Herman,233.0,nm8764085
John Brodsky,233.0,nm3936560
Joe Cole,233.0,nm9877775
Nichola Burley,233.0,nm1978579
Pedro Miguel Arce,233.0,nm1144806
Julie Kavner,233.0,nm15796620
Zach Galligan,233.0,nm0002090
Royal Dano,232.0,nm0200455
Jean-Pierre Léaud,232.0,nm0529543
Gloria Grahame,232.0,nm0002108
Barry Shabaka Henley,232.0,nm0377106
David Alpay,232.0,nm0022351
Kayden Kross,232.0,nm2628347
Liya Kebede,232.0,nm1493135
Chad Allen,232.0,nm8099088
Joss Ackland,232.0,nm0000722
Dirk Bogarde,232.0,nm0001958
Maury Chaykin,232.0,nm0001999
Emily Rios,231.0,nm1986960
Dr. Dre,231.0,
Anne-Marie Duff,231.0,nm0240359
Glenne Headly,231.0,nm0000444
Kathleen Munroe,231.0,nm1182008
Neil Hopkins,231.0,nm1653122
Patsy Kensit,231.0,nm0000475
Toni Braxton,231.0,nm0004772
India de Beaufort,231.0,nm2459822
Perrey Reeves,230.0,nm0716275
Ben Johnson,230.0,nm8767060
Shawn Doyle,230.0,nm8978423
Stephen Marcus,230.0,nm14798612
Lynne Thigpen,230.0,nm0858106
Marin Hinkle,230.0,nm0385792
Ellar Coltrane,230.0,nm1294664
Michael Lerner,230.0,nm4489314
Jenni 'Jwoww' Farley,230.0,
Simon Bird,229.0,nm8819961
Misty Upham,229.0,nm1130728
Clare Kramer,229.0,nm10930511
Phill Lewis,229.0,nm9753834
Leon Rippy,229.0,nm0728132
Dawn French,229.0,nm0294067
Tyrone Benskin,228.0,nm0072419
Russ Tamblyn,228.0,nm0848560
Keeley Hawes,228.0,nm0369954
Laura Breckenridge,228.0,nm0106549
Jeffrey Markle,228.0,nm2547632
Jaime Zevallos,228.0,nm8463286
Victor Rivers,228.0,nm5744056
Zachery Ty Bryan,227.0,nm0117022
Vanessa Lee Chester,227.0,
Theresa Merritt,227.0,nm0581449
Steven Mackintosh,227.0,nm9277771
Jimi Hendrix,227.0,nm0001342
Leos Carax,227.0,nm0136021
Alice Evans,227.0,nm6073114
Bruno Kirby,227.0,nm0456124
Nathalie Fay,227.0,nm9355011
Yasmine Al Massri,227.0,nm2316907
Ben Stein,227.0,nm9672076
Denis Lavant,226.0,nm0491777
Brock Peters,226.0,nm0676349
Paul Borghese,226.0,nm0096637
Neil Diamond,226.0,nm4160073
Red Skelton,226.0,nm0804026
Bill Hunter,226.0,nm9569557
Raven Goodwin,225.0,nm0329538
Michael Nouri,225.0,nm7050000
Kathy Griffin,225.0,nm8523331
William Bassett,225.0,nm16200646
Estelle Parsons,224.0,nm0663820
Hiam Abbass,224.0,nm0007814
Katie Aselton,224.0,nm1051221
Finola Hughes,224.0,nm0001370
Charlie Saxton,224.0,nm1470683
Bruno Campos,223.0,nm6583332
Saad Siddiqui,223.0,nm5497194
Eve,223.0,nm5415810
Tony Plana,223.0,nm0686470
Veronika Dash,223.0,nm2617160
Joseph Sikora,223.0,nm6345678
Kate Burton,223.0,nm9175596
Belinda Stewart-Wilson,223.0,nm0829134
Judy Davis,223.0,nm6051025
Ione Skye,223.0,nm0001746
Patricia Richardson,222.0,nm4757511
Shane Meadows,222.0,nm0276349
Paula Marshall,222.0,nm5056612
Harold Gould,222.0,nm1462099
Steve Byers,222.0,nm8774463
Ronnie Gene Blevins,221.0,nm1237235
Kevin Williamson,221.0,nm5740390
Mary Norwood,221.0,nm5333687
Tom Goodman-Hill,221.0,nm0329259
Bernardo Saracino,221.0,nm3229268
Robert Peters,221.0,nm6152348
Amy Madigan,221.0,nm6395615
Hal Linden,221.0,nm0511604
Christopher Schmidt,221.0,nm9412187
Ellie Kendrick,221.0,nm1697771
Linda Harrison,220.0,nm9123502
Tina Desai,220.0,nm3867591
Pfeifer Brown,220.0,nm6018502
Susan May Pratt,220.0,nm0006721
Jaden Klein,220.0,nm5106276
David Rasche,220.0,nm0711058
Riley Thomas Stewart,220.0,nm2546716
Lauryn Hill,220.0,nm13493639
Chris Geere,220.0,nm1357218
Dustin Nguyen,220.0,nm8882408
Robert Blake,220.0,nm8878033
James Buckley,220.0,nm8706125
Devon Murray,219.0,nm5515333
John Aylward,219.0,nm13761873
Chris Young,219.0,nm6142351
Daniel Kaluuya,219.0,nm2257207
Sunil Shetty,219.0,nm15568596
Kate Flannery,219.0,nm0281212
Brandon Mychal Smith,218.0,nm0807506
Max Beesley,218.0,nm16037508
Tamannaah Bhatia,218.0,nm1961459
Linda Lovelace,218.0,nm0001483
Andrew Dice Clay,218.0,nm0001048
Paul Ben-Victor,218.0,nm0070115
Brent David Fraser,218.0,nm0292082
Gerry Bednob,218.0,nm0066144
Charles Halford,218.0,nm0355155
Xzibit,218.0,nm0944702
Chris Pontius,218.0,nm9615891
Shane Hartline,217.0,nm2877578
David Walliams,217.0,nm0909144
Glenn Shadix,217.0,nm0787187
Kurt Angle,217.0,nm0029875
Rodger Bumpass,217.0,nm0120309
Marshall Bell,217.0,nm12939162
Mike 'The Miz' Mizanin,217.0,nm1025616
Gregory Itzin,216.0,nm0411857
Michaela Watkins,216.0,nm1143861
Domenick Lombardozzi,216.0,nm0518511
Jeff Anderson,216.0,nm5152125
Susie Abromeit,216.0,nm2608932
Pierfrancesco Favino,216.0,nm0269419
Kenneth Colley,216.0,nm6601432
Valerie Cruz,216.0,nm16929802
Orson Bean,216.0,nm0004730
Olivia Rose Keegan,216.0,nm4742517
Robert Miano,216.0,nm0583951
Sharon Lawrence,215.0,nm5752968
Wei Tang,215.0,nm6141056
Rex Linn,215.0,nm0513010
Huey Lewis,215.0,nm0507271
Ana Gasteyer,215.0,nm0309430
James Lew,215.0,nm0506699
Chris Andrew Ciulla,215.0,nm2096985
Brenda Fricker,214.0,nm0002084
Nat Faxon,214.0,nm0269542
Jason K. Wixom,214.0,nm2673512
Scott Evans,214.0,nm5179007
Corbin Allred,214.0,nm0021607
Mary Kay Place,213.0,nm0005316
Ava Acres,213.0,nm3732165
Crystal R. Fox,213.0,
Sarah Parish,213.0,nm4558323
Josh Segarra,213.0,nm2019219
Heather Burns,213.0,nm4896356
Sam Reid,212.0,nm6028972
Steven Waddington,212.0,nm0905357
Vincent De Paul,212.0,nm12053642
Paul Gleason,212.0,nm3093233
Braeden Lemasters,212.0,nm1965417
Leila Arcieri,212.0,nm0033837
Caroline Goodall,212.0,nm14604341
Jemima Rooper,212.0,nm0740383
Austin O'Brien,211.0,nm8621571
Ebon Moss-Bachrach,211.0,nm0609114
Shona Kay,211.0,nm2667589
Paul 'Pauly D' DelVecchio,211.0,nm3725482
Toni Servillo,211.0,nm0785842
Kasia Smutniak,211.0,nm0810738
James Morrison,210.0,nm9625410
Madison Rothschild,210.0,nm3773088
Karl Yune,210.0,nm1400085
Nicole Smolen,210.0,nm2414878
Rebecca Budig,210.0,nm0119003
Julia Duffy,210.0,nm8885036
Demetri Martin,210.0,nm1336595
Paul Guilfoyle,210.0,nm0002116
Luke Kirby,210.0,nm6958088
Carlease Burke,210.0,nm0121620
Beth Broderick,209.0,nm0110803
Angela Cartwright,209.0,nm0142145
Alexa Havins,209.0,nm1473159
Deon Richmond,209.0,nm0725091
Gloria Votsis,209.0,nm2167502
Jessica Hecht,209.0,nm6733524
Ashley Laurence,209.0,nm8971612
Randeep Hooda,209.0,nm0393535
Mekia Cox,208.0,nm2065368
Paula Abdul,208.0,nm0000716
Carroll Baker,208.0,nm11226318
Teresa Wright,208.0,nm5425059
Christopher Berry,207.0,nm6060242
Sticky Fingaz,207.0,nm0277727
Shaun Toub,206.0,nm10178964
Diane Ladd,206.0,nm0002663
Owen Burke,206.0,nm8931613
Richard Moll,206.0,nm15667709
Lucy Fry,206.0,nm4867258
Brit Morgan,206.0,nm2694584
Lobo Sebastian,206.0,nm0780957
Michael J. Pollard,206.0,nm0689488
Martin Donovan,206.0,nm6095375
Julia Sawalha,206.0,nm0768018
Caitlin FitzGerald,205.0,nm9763660
Tony Bennett,205.0,nm5774023
John Beasley,205.0,nm8614810
Necati Sasmaz,205.0,nm1699093
Andrew Airlie,205.0,nm0014803
Jay R. Ferguson,204.0,nm0272474
Audrey Fleurot,204.0,nm1109153
Shaun Evans,204.0,nm15470427
Martin Dew,204.0,nm2218784
Martin Compston,204.0,nm1161994
Leleti Khumalo,204.0,nm0452009
Roscoe Lee Browne,204.0,nm0001975
Charlie Murphy,203.0,nm5637636
Dian Bachar,203.0,nm0045379
Tucker Albrizzi,203.0,nm3235380
Gary Lewis,203.0,nm6064486
Elaine Cassidy,203.0,nm0144187
Jamie Blackley,203.0,nm3284401
Giovanna Mezzogiorno,202.0,nm0583856
Lois Chiles,202.0,nm4138759
José Ferrer,202.0,nm9856221
Gert Fröbe,202.0,nm0002085
Juliet Stevenson,202.0,nm0828980
Garrett Ryan,202.0,nm6766285
Leo Fitzpatrick,202.0,nm6059631
Valarie Pettiford,202.0,nm0678656
Everett McGill,201.0,nm0569239
Paul Sparks,201.0,nm4097886
Charlotte Le Bon,201.0,nm3114649
Daniela Bianchi,201.0,nm3793354
Abby Elliott,201.0,nm2212031
Justine Waddell,201.0,nm0905311
Damián Alcázar,201.0,nm0017343
Elisa Donovan,201.0,nm0232975
Tom Burke,201.0,nm8820299
Rachel Roberts,201.0,nm5549228
Glen Hansard,200.0,nm0360598
Countess Vaughn,200.0,nm0891153
Edwin Hodge,200.0,nm0388064
Amy Locane,200.0,nm0000504
Jesse Garcia,200.0,nm8814280
Rekha,200.0,nm8092892
Britt Ekland,199.0,nm0001180
Kassie Wesley DePaiva,199.0,nm0219990
Matt Hill,199.0,nm6099481
Russell Hodgkinson,199.0,nm1428690
Madhavan,199.0,nm7993288
Nicole Muñoz,199.0,nm6065714
Victoria Beckham,199.0,nm0065751
Kirk Baltz,199.0,nm0051257
Ralph Bellamy,199.0,nm0000897
Ahney Her,198.0,nm3115704
Daniel Bernhardt,198.0,nm5499870
Thure Lindhardt,197.0,nm0511892
Lolita Davidovich,197.0,nm0000357
Frankie Valli,197.0,nm0885110
Bergüzar Korel,197.0,nm1868654
Bob Ross,197.0,nm5590548
Judith Anderson,197.0,nm8640235
Kirsten Day,196.0,nm2796460
Cecelia Antoinette,196.0,nm1239705
Marama Corlett,196.0,nm3744128
Tom E. Nicholson,196.0,nm7223247
Claude Akins,196.0,nm0015391
J.D. Williams,196.0,nm4437620
Ni Ni,196.0,nm4813958
Ken Burns,196.0,nm9716971
Shawn Christian,196.0,nm3175014
Eddie Albert,196.0,nm9239818
Evan Jones,196.0,nm8777761
Amanda Troop,196.0,nm1239895
Kent McCord,196.0,nm2178312
Nicholas Hammond,195.0,nm7459482
Bernard Cribbins,195.0,nm0187754
Enrique Murciano,195.0,nm0006663
Louis Ozawa Changchien,195.0,
Philip Glenister,195.0,nm0322562
Hal Landon Jr.,195.0,nm0484900
Michael Nardone,194.0,nm13630516
Matt Stone,194.0,nm5444425
Tawny Kitaen,194.0,nm0000478
Amy Irving,194.0,nm5747075
Raoul Max Trujillo,194.0,nm0874232
Stanley B. Herman,194.0,nm0379221
Sam Anderson,194.0,nm5784180
Richard Sammel,194.0,nm0759898
Jordan Bridges,194.0,nm6072733
Paul Freeman,193.0,nm9234387
Kim Director,193.0,nm0228171
Azura Skye,193.0,nm0005439
Lorelei Linklater,193.0,nm1085951
Thomas Stroppel,192.0,nm3701537
Rachel Korine,192.0,nm2540339
Tammy Blanchard,192.0,nm0087109
Joe Dinicol,192.0,nm0227710
Alun Armstrong,192.0,nm12451913
Mei Melançon,191.0,nm1024868
Noam Jenkins,191.0,nm0420937
Dustin Lance Black,191.0,nm0085257
Bill Erwin,191.0,nm0259984
Carolyn Hennesy,191.0,nm0377321
Lisa Brave,191.0,nm6825562
Robert Prosky,191.0,nm0698764
Martin Balsam,191.0,nm0000842
Thekla Reuten,191.0,nm0720671
Kate Dickie,191.0,nm0225483
Bob Peck,191.0,nm9225273
Kiran Shah,190.0,nm13516418
Kiersey Clemons,190.0,nm4169922
Paul Scheer,190.0,nm6644554
Deborah Foreman,190.0,nm0286033
Isiah Whitlock Jr.,190.0,nm0926086
Christian Stolte,189.0,nm0831601
Chase Masterson,189.0,nm0135895
Melvyn Douglas,189.0,nm0002048
Micah Sloat,189.0,nm2913790
Natalie Coughlin,189.0,nm6814613
Peter Breck,189.0,nm0106539
Clifton James,189.0,nm14464982
Alex Vincent,189.0,nm9503383
Matt Bennett,189.0,nm5495995
Jenny O'Hara,189.0,nm9692208
Ruby Harris,189.0,nm4826557
Earl Cameron,189.0,nm0131565
Will Geer,188.0,nm10246668
Rebecca Black,188.0,nm6972378
Charles Martin Smith,188.0,nm0001747
Melora Walters,188.0,nm0001828
Melvil Poupaud,188.0,nm0693799
Katherine Boecher,188.0,nm0091136
Dana Andrews,188.0,nm7385823
Kristin Lehman,187.0,nm0005138
Jaycee Chan,187.0,
Lesley-Anne Down,187.0,nm0001153
John Vernon,187.0,nm5764320
Chris Bruno,186.0,nm5588937
Celia Imrie,186.0,nm0408309
Manoj Bajpayee,186.0,nm0048075
Rose Marie,186.0,nm8802103
Michael Chernus,186.0,nm1985974
Sarah Wynter,186.0,nm0944077
Gloria Reuben,186.0,nm0005349
Françoise Yip,186.0,nm0948123
Lambert Wilson,186.0,nm0933727
Jacob Zachar,185.0,nm1939016
Jacqueline McKenzie,185.0,nm11356043
Mary Astor,185.0,nm0000802
Barbie Castro,185.0,nm3608565
Ann Dowd,185.0,nm0235652
Bob Marley,184.0,nm8752314
Derek Wayne Johnson,184.0,nm2361932
Michael Kitchen,184.0,nm8892371
Ron Rifkin,184.0,nm0726492
Suzi Lorraine,184.0,nm1217063
Erica Leerhsen,184.0,nm0498713
John Diehl,184.0,nm8454075
Bill Clinton,184.0,nm2293929
Stephen Walters,184.0,nm5399636
Tom Ardavany,184.0,nm0033939
Albert Maysles,184.0,nm0563099
Scott Thompson,183.0,nm6139704
Jimi Mistry,183.0,nm8932441
Sandahl Bergman,183.0,nm0000922
Peter Jacobson,183.0,nm4171111
Nina Arianda,183.0,nm3616206
Brenda Vaccaro,183.0,nm0882853
Jorge Diaz,183.0,nm9217885
James Brown,183.0,nm9214435
Bruce Thomas,183.0,nm6064707
April Winchell,183.0,nm16282768
Niecy Nash,182.0,nm0621788
Bill Nunn,182.0,nm0638056
Colleen Haskell,182.0,nm0368125
Gaia Weiss,182.0,nm4719349
Toby Leonard Moore,181.0,nm2584861
Rachael Carpani,181.0,nm0139257
Tom Conti,181.0,nm15081800
William Butler,181.0,nm8812575
Ryan Donowho,181.0,nm0233079
John Doe,181.0,nm9215783
Don Stark,181.0,nm3134054
Vanna White,180.0,nm0001846
Jake Cherry,180.0,nm1544084
Stuart Whitman,180.0,nm0926183
Hassan Johnson,180.0,nm9504800
Kathleen Rose Perkins,180.0,nm1137659
Richard Libertini,180.0,nm15232892
Bernie Casey,180.0,nm0143378
David White,180.0,nm8778217
Lauren Sweetser,179.0,nm3454164
Bruce Payne,179.0,nm5153034
Andrea Martin,179.0,nm8758654
Samuel Roukin,179.0,nm1717183
Andy Richter,179.0,nm6927079
Tomiwa Edun,179.0,nm3643989
Chris Ellis,178.0,nm8865624
Noah Danby,178.0,
Matisyahu,178.0,nm1875458
LisaGay Hamilton,178.0,nm0004986
Katherine Waterston,178.0,nm2239702
Elaine Bromka,178.0,nm0111328
Suzie Plakson,178.0,nm0686442
Dorothy Lamour,178.0,nm0483787
David Hemmings,178.0,nm6043436
John Amplas,177.0,nm0025355
Jack Albertson,177.0,nm5986776
Lois Maxwell,177.0,nm10344097
Marilyn Burns,177.0,nm5407191
Isaach De Bankolé,177.0,nm0207218
Billy Aaron Brown,177.0,nm0113130
Lino Facioli,177.0,nm2996220
Henry Czerny,177.0,nm0001089
Heike Makatsch,177.0,nm0538443
Ronn Moss,177.0,nm0609078
Michael Smiley,177.0,nm0806968
Jennie Jacques,177.0,nm3262524
Peter Wingfield,177.0,nm0935057
Joe Flaherty,176.0,nm8807471
Steve Oedekerk,176.0,nm0644203
Walter Pidgeon,176.0,nm0682074
Jesse Hutch,176.0,nm1237948
Bobby Lee,176.0,nm9689688
Michelle Tabora,175.0,nm6898238
Griffin Kane,175.0,nm4051069
Debrianna Mansini,175.0,nm1833916
Jason Douglas,175.0,nm8058099
Tonya Lee Williams,175.0,
Bill Bailey,175.0,nm8855091
Jill St. John,175.0,nm0001762
Serena Scott Thomas,175.0,nm0005583
Sergej Trifunovic,175.0,nm0872729
James Biberi,174.0,nm0080866
A. Michael Baldwin,174.0,nm0049853
Harrison Gilbertson,174.0,
Tony Amendola,174.0,nm9615455
Brian Bosworth,174.0,nm0098372
Gilbert R. Hill,174.0,nm0384280
Richard Brancatisano,174.0,nm2080363
Randy Jones,174.0,nm8815343
Horatio Sanz,174.0,nm0764445
Elpidia Carrillo,174.0,nm0001990
Cynthia Rhodes,174.0,nm9939416
Rick Worthy,174.0,nm0941796
Anthony Heald,173.0,nm0372217
Ashley Walters,173.0,nm5159444
Benoît Magimel,173.0,nm0536095
Noémie Lenoir,173.0,nm1105708
Alicia Goranson,173.0,nm0329773
Ghassan Massoud,173.0,nm1586095
Cam Clarke,173.0,nm0164682
Shun Oguri,173.0,nm1040419
Bernie Sanders,173.0,nm0761471
Edward Everett Horton,172.0,nm0002143
Klaus Maria Brandauer,172.0,nm0001970
Jake Sandvig,172.0,nm0762424
Rick Rossovich,172.0,nm0001685
Lee Ingleby,172.0,nm0408846
Tyrone Giordano,172.0,nm1654831
Dany Boon,172.0,nm0200702
Jsu Garcia,172.0,nm0006987
Currie Graham,172.0,nm15830839
John Howard,172.0,nm8895244
Rob Huebel,172.0,nm1097364
Mark Rolston,171.0,nm10142296
Brian Dorton,171.0,nm4366753
Alexia Rasmussen,171.0,nm3083352
Gemma Jones,171.0,nm8185311
Juhi Chawla,171.0,nm0004487
Andrew Daly,171.0,nm6037945
Lindsay Duncan,171.0,nm9609489
Diane Venora,171.0,nm0893204
Matthew Cowles,170.0,nm0184804
Amelia Warner,170.0,nm0912396
Dameon Clarke,170.0,nm0164718
Katherine Kelly Lang,170.0,nm0485810
Milo O'Shea,170.0,nm0642675
Tanya van Graan,170.0,nm2117238
Joshua Leonard,170.0,nm7481099
Robinne Lee,170.0,nm0498146
Nina Hartley,170.0,nm0000440
Vondie Curtis-Hall,170.0,nm0193554
Heather Donahue,170.0,nm4842605
Jeff Delaney,169.0,nm8934113
Peter Riegert,169.0,nm0726200
China Chow,169.0,nm0004824
Iván Kamarás,169.0,nm0436442
R. Brandon Johnson,169.0,nm1076937
Claudiu Trandafir,169.0,nm0870946
Richard Basehart,169.0,nm0000865
Derek Brandon,168.0,nm9842351
James Karen,168.0,nm0439170
John F. Kennedy,168.0,nm0448123
Remo,168.0,nm8835316
Jason Maza,168.0,nm1961009
Michael Dorman,168.0,nm8569871
Mark Hengst,168.0,nm1936317
David Threlfall,168.0,nm0861915
Christian Campbell,168.0,nm5187785
Mary Mouser,168.0,nm1597268
Jamey Sheridan,168.0,nm0792177
Dwight Henry,168.0,nm4833412
Kevin Rahm,168.0,nm0706716
Ronit Elkabetz,168.0,nm0253813
Robert Neary,168.0,nm7482233
Louise Lasser,167.0,nm0489837
Diane Baker,167.0,nm4860121
Len Cariou,167.0,nm0137230
John Garfield,167.0,nm9281055
William Lee Scott,167.0,nm0005406
Eros Vlahos,167.0,
